Crane_Operation_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Crane_ID,Crane_Type,Operating_Hours,Downtime_Hours,Containers_Handled,Maintenance_Status
CRN05542,DR09897,PR00003,SR04862,QC-05,Quay Crane,6.19,1.81,204,Maintenance
CRN05543,DR01335,PR00006,SR02265,QC-02,Quay Crane,5.75,0.78,177,Operational
CRN05544,DR00891,PR00006,SR03046,QC-04,Quay Crane,9.48,1.15,211,Inspection
CRN05545,DR04005,PR00001,SR04034,QC-06,Quay Crane,6.42,0.78,213,Operational
CRN05546,DR04066,PR00003,SR01205,QC-04,Quay Crane,3.74,0.55,93,Operational
CRN05547,DR06771,PR00004,SR02561,QC-06,Quay Crane,6.73,1.11,158,Inspection
CRN05548,DR01053,PR00003,SR00947,QC-08,Quay Crane,6.28,0.7,90,Operational
CRN05549,DR08487,PR00005,SR00722,QC-03,Quay Crane,6.12,1.16,109,Inspection
CRN05550,DR07584,PR00007,SR03626,QC-07,Quay Crane,7.68,1.03,215,Inspection
CRN05551,DR07627,PR00001,SR03959,QC-04,Quay Crane,5.07,0.47,118,Operational
CRN05552,DR06172,PR00003,SR01934,QC-08,Quay Crane,9.86,0.54,239,Operational
CRN05553,DR07981,PR00003,SR04143,QC-07,Quay Crane,7.01,1.3,191,Inspection
CRN05554,DR06575,PR00004,SR06544,QC-06,Quay Crane,7.25,0.74,196,Operational
CRN05555,DR02157,PR00001,SR05862,QC-05,Quay Crane,6.53,1.69,156,Maintenance
CRN05556,DR08566,PR00004,SR06233,QC-03,RTG Crane,9.53,1.71,189,Maintenance
CRN05557,DR02466,PR00001,SR03129,QC-03,Quay Crane,6.16,1.3,142,Inspection
CRN05558,DR02114,PR00005,SR04987,QC-07,Quay Crane,7.52,1.39,158,Inspection
CRN05559,DR02047,PR00004,SR07781,QC-03,Quay Crane,7.73,1.41,213,Inspection
CRN05560,DR03375,PR00002,SR05731,QC-08,Quay Crane,6.86,0.6,166,Operational
CRN05561,DR00747,PR00007,SR09352,QC-01,Quay Crane,8.05,0.78,193,Operational
CRN05562,DR05040,PR00006,SR03184,QC-07,Quay Crane,8.51,1.12,289,Inspection
CRN05563,DR06022,PR00003,SR00794,QC-07,Quay Crane,8.3,1.24,196,Inspection
CRN05564,DR03234,PR00007,SR07806,QC-05,Quay Crane,7.04,1.53,196,Inspection
CRN05565,DR05800,PR00006,SR01120,QC-08,Quay Crane,6.81,0.31,131,Operational
CRN05566,DR00480,PR00001,SR01725,QC-01,Quay Crane,7.4,0.27,209,Operational
CRN05567,DR01230,PR00004,SR09047,QC-04,Quay Crane,6.59,0.37,197,Operational
CRN05568,DR03292,PR00004,SR07284,QC-01,Quay Crane,5.62,0.87,123,Operational
CRN05569,DR07220,PR00004,SR07578,QC-02,Quay Crane,7.44,0.62,198,Operational
CRN05570,DR06988,PR00007,SR01175,QC-07,Quay Crane,9.41,1.14,251,Inspection
CRN05571,DR06656,PR00003,SR05495,QC-03,Quay Crane,7.96,1.55,222,Inspection
CRN05572,DR06437,PR00001,SR03321,QC-03,Quay Crane,5.21,1.72,147,Maintenance
CRN05573,DR09776,PR00003,SR00986,QC-04,RTG Crane,7.33,0.65,212,Operational
CRN05574,DR05588,PR00006,SR01564,QC-06,Quay Crane,8.58,0.9,235,Operational
CRN05575,DR09448,PR00002,SR05270,QC-06,Quay Crane,6.94,0.63,165,Operational
CRN05576,DR07700,PR00001,SR04419,QC-07,Quay Crane,7.47,0.74,159,Operational
CRN05577,DR06099,PR00002,SR04007,QC-06,Quay Crane,10.0,1.2,330,Inspection
CRN05578,DR08031,PR00005,SR05790,QC-08,Quay Crane,10.0,0.6,285,Operational
CRN05579,DR08017,PR00001,SR08263,QC-07,Quay Crane,7.22,1.34,155,Inspection
CRN05580,DR00390,PR00003,SR07265,QC-02,Quay Crane,8.31,0.91,275,Operational
CRN05581,DR00052,PR00001,SR08782,QC-02,Quay Crane,6.89,0.58,148,Operational
CRN05582,DR07613,PR00003,SR06354,QC-01,Quay Crane,6.78,0.33,185,Operational
CRN05583,DR00818,PR00001,SR08814,QC-07,RTG Crane,8.68,1.32,220,Inspection
CRN05584,DR02410,PR00001,SR07576,QC-03,Quay Crane,8.65,1.43,250,Inspection
CRN05585,DR06613,PR00005,SR00199,QC-07,Quay Crane,8.25,1.46,212,Inspection
CRN05586,DR06600,PR00001,SR02162,QC-06,Quay Crane,6.92,0.75,174,Operational
CRN05587,DR04918,PR00001,SR05785,QC-07,Quay Crane,10.0,0.96,296,Operational
CRN05588,DR00733,PR00004,SR01015,QC-04,Quay Crane,5.61,0.73,120,Operational
CRN05589,DR02014,PR00001,SR09480,QC-07,Quay Crane,7.41,1.53,170,Inspection
CRN05590,DR08021,PR00001,SR06424,QC-08,Quay Crane,5.53,0.98,131,Operational
CRN05591,DR00149,PR00003,SR06417,QC-07,Quay Crane,7.43,0.94,193,Operational
CRN05592,DR09916,PR00003,SR04135,QC-02,RTG Crane,6.82,0.83,117,Operational
CRN05593,DR00250,PR00004,SR03536,QC-02,Quay Crane,9.31,1.14,257,Inspection
CRN05594,DR02346,PR00007,SR02355,QC-05,Quay Crane,7.26,2.02,169,Maintenance
CRN05595,DR02846,PR00003,SR08132,QC-04,Quay Crane,9.36,0.31,324,Operational
CRN05596,DR07643,PR00004,SR06481,QC-06,Quay Crane,6.99,1.17,132,Inspection
CRN05597,DR00922,PR00007,SR02829,QC-03,Quay Crane,6.54,1.16,151,Inspection
CRN05598,DR05023,PR00003,SR02222,QC-06,Quay Crane,7.91,1.03,162,Inspection
CRN05599,DR07382,PR00006,SR06365,QC-07,RTG Crane,4.12,1.31,109,Inspection
CRN05600,DR03092,PR00004,SR00884,QC-06,RTG Crane,6.76,1.14,205,Inspection
CRN05601,DR01201,PR00004,SR05322,QC-05,Quay Crane,7.6,1.83,234,Maintenance
CRN05602,DR02867,PR00007,SR06097,QC-07,Quay Crane,10.0,1.28,299,Inspection
CRN05603,DR05619,PR00001,SR00427,QC-07,RTG Crane,8.23,1.2,201,Inspection
CRN05604,DR05547,PR00007,SR04579,QC-01,Quay Crane,4.57,0.58,125,Operational
CRN05605,DR04584,PR00003,SR07788,QC-04,Quay Crane,6.26,1.04,136,Inspection
CRN05606,DR03667,PR00004,SR01104,QC-02,Quay Crane,5.59,0.91,188,Operational
CRN05607,DR01318,PR00003,SR02149,QC-08,Quay Crane,7.96,0.39,214,Operational
CRN05608,DR09508,PR00002,SR07146,QC-03,Quay Crane,8.67,1.41,272,Inspection
CRN05609,DR04103,PR00001,SR09944,QC-01,Quay Crane,5.03,0.46,133,Operational
CRN05610,DR00163,PR00007,SR03443,QC-06,Quay Crane,9.01,1.17,254,Inspection
CRN05611,DR00241,PR00004,SR07224,QC-03,Quay Crane,5.92,1.53,133,Inspection
CRN05612,DR07161,PR00006,SR06315,QC-01,Quay Crane,5.95,0.68,167,Operational
CRN05613,DR09404,PR00002,SR07680,QC-05,Quay Crane,5.46,1.53,161,Inspection
CRN05614,DR01930,PR00002,SR08761,QC-02,Quay Crane,6.41,0.88,162,Operational
CRN05615,DR09899,PR00002,SR07993,QC-02,Quay Crane,7.3,0.54,180,Operational
CRN05616,DR02785,PR00002,SR01559,QC-03,Quay Crane,9.06,1.08,237,Inspection
CRN05617,DR09905,PR00003,SR00308,QC-03,Quay Crane,5.34,1.3,122,Inspection
CRN05618,DR04488,PR00007,SR08177,QC-08,RTG Crane,5.41,0.76,156,Operational
CRN05619,DR01836,PR00006,SR09727,QC-01,Quay Crane,8.61,0.61,292,Operational
CRN05620,DR05534,PR00003,SR03068,QC-01,Quay Crane,6.77,0.42,129,Operational
CRN05621,DR03137,PR00002,SR08025,QC-06,RTG Crane,6.24,0.96,125,Operational
CRN05622,DR09898,PR00004,SR00484,QC-06,Quay Crane,7.61,1.34,200,Inspection
CRN05623,DR07834,PR00004,SR08933,QC-01,RTG Crane,6.44,0.39,192,Operational
CRN05624,DR06237,PR00005,SR07551,QC-05,RTG Crane,5.86,1.38,109,Inspection
CRN05625,DR02625,PR00003,SR06503,QC-07,Quay Crane,6.8,1.18,210,Inspection
CRN05626,DR03790,PR00001,SR02733,QC-01,Quay Crane,7.61,0.29,238,Operational
CRN05627,DR06620,PR00001,SR07595,QC-06,Quay Crane,5.58,1.02,190,Inspection
CRN05628,DR03091,PR00007,SR03611,QC-08,Quay Crane,8.76,0.22,254,Operational
CRN05629,DR01037,PR00005,SR09790,QC-07,Quay Crane,7.01,0.69,227,Operational
CRN05630,DR03689,PR00007,SR04070,QC-03,Quay Crane,6.97,1.17,209,Inspection
CRN05631,DR07004,PR00002,SR03089,QC-06,Quay Crane,6.36,1.21,212,Inspection
CRN05632,DR04118,PR00003,SR04852,QC-02,Quay Crane,6.62,0.68,163,Operational
CRN05633,DR08489,PR00002,SR08529,QC-07,Quay Crane,6.09,1.39,180,Inspection
CRN05634,DR01159,PR00007,SR00162,QC-05,Quay Crane,8.93,1.84,218,Maintenance
CRN05635,DR05268,PR00002,SR02357,QC-06,Quay Crane,7.46,0.52,202,Operational
CRN05636,DR02788,PR00005,SR01605,QC-03,Quay Crane,6.49,1.34,82,Inspection
CRN05637,DR05619,PR00001,SR04281,QC-07,Quay Crane,5.94,1.51,142,Inspection
CRN05638,DR00854,PR00001,SR07283,QC-02,Quay Crane,6.51,0.89,181,Operational
CRN05639,DR03983,PR00001,SR06485,QC-06,Quay Crane,7.94,1.24,212,Inspection
CRN05640,DR06765,PR00003,SR08594,QC-06,Quay Crane,6.67,0.99,193,Operational
CRN05641,DR03052,PR00006,SR00787,QC-02,Quay Crane,6.87,1.13,204,Inspection
CRN05642,DR04267,PR00007,SR06684,QC-04,Quay Crane,7.39,0.77,177,Operational
CRN05643,DR04931,PR00004,SR08822,QC-07,Quay Crane,6.37,0.8,217,Operational
CRN05644,DR02219,PR00003,SR07275,QC-07,Quay Crane,7.05,0.96,137,Operational
CRN05645,DR07218,PR00006,SR03158,QC-08,RTG Crane,10.0,0.89,280,Operational
CRN05646,DR04794,PR00001,SR09115,QC-08,RTG Crane,7.48,0.44,122,Operational
CRN05647,DR08989,PR00006,SR06481,QC-08,Quay Crane,7.53,0.62,247,Operational
CRN05648,DR05238,PR00005,SR07650,QC-06,Quay Crane,6.1,1.03,139,Inspection
CRN05649,DR07061,PR00003,SR02914,QC-02,Quay Crane,8.5,0.78,281,Operational
CRN05650,DR05014,PR00001,SR03689,QC-01,Quay Crane,6.23,0.44,113,Operational
CRN05651,DR01505,PR00002,SR00629,QC-06,Quay Crane,7.69,1.06,260,Inspection
CRN05652,DR00401,PR00003,SR03917,QC-01,Quay Crane,4.09,0.53,105,Operational
CRN05653,DR00603,PR00007,SR04121,QC-02,Quay Crane,6.01,1.03,143,Inspection
CRN05654,DR08144,PR00004,SR05257,QC-06,RTG Crane,6.37,0.67,162,Operational
CRN05655,DR05836,PR00003,SR07032,QC-05,Quay Crane,6.74,1.72,213,Maintenance
CRN05656,DR06261,PR00003,SR00987,QC-06,Quay Crane,6.58,1.38,121,Inspection
CRN05657,DR03736,PR00005,SR08644,QC-06,Quay Crane,9.02,1.36,259,Inspection
CRN05658,DR01575,PR00002,SR06286,QC-08,RTG Crane,7.1,0.6,222,Operational
CRN05659,DR01575,PR00001,SR06849,QC-04,Quay Crane,9.03,0.43,247,Operational
CRN05660,DR07249,PR00005,SR05384,QC-03,Quay Crane,5.8,1.62,135,Maintenance
CRN05661,DR03145,PR00002,SR04150,QC-06,Quay Crane,5.38,1.53,133,Inspection
CRN05662,DR02322,PR00002,SR03277,QC-04,Quay Crane,9.44,0.34,248,Operational
CRN05663,DR04149,PR00003,SR08424,QC-01,Quay Crane,5.84,0.78,123,Operational
CRN05664,DR08163,PR00002,SR01197,QC-02,Quay Crane,7.63,0.96,221,Operational
CRN05665,DR03136,PR00007,SR02337,QC-05,Quay Crane,6.81,1.62,196,Maintenance
CRN05666,DR00034,PR00006,SR01811,QC-06,Quay Crane,5.5,1.2,136,Inspection
CRN05667,DR06804,PR00007,SR01358,QC-05,Quay Crane,5.15,1.6,119,Maintenance
CRN05668,DR03004,PR00007,SR04664,QC-01,Quay Crane,5.96,0.45,176,Operational
CRN05669,DR07579,PR00002,SR00612,QC-06,Quay Crane,6.54,0.89,178,Operational
CRN05670,DR04353,PR00003,SR07871,QC-04,Quay Crane,7.82,0.41,187,Operational
CRN05671,DR03624,PR00005,SR03852,QC-02,Quay Crane,7.31,0.81,135,Operational
CRN05672,DR03739,PR00001,SR00959,QC-03,Quay Crane,6.69,1.05,171,Inspection
CRN05673,DR07642,PR00007,SR08629,QC-06,RTG Crane,8.75,0.83,221,Operational
CRN05674,DR04081,PR00001,SR06632,QC-05,Quay Crane,9.18,2.18,198,Maintenance
CRN05675,DR02657,PR00003,SR07137,QC-03,Quay Crane,7.44,1.55,225,Inspection
CRN05676,DR02660,PR00004,SR07664,QC-07,Quay Crane,6.48,1.36,126,Inspection
CRN05677,DR07471,PR00007,SR04512,QC-07,Quay Crane,7.18,1.45,163,Inspection
CRN05678,DR09272,PR00004,SR06460,QC-01,Quay Crane,7.58,0.92,231,Operational
CRN05679,DR01830,PR00004,SR00202,QC-07,Quay Crane,5.01,0.78,159,Operational
CRN05680,DR00167,PR00002,SR06986,QC-05,Quay Crane,7.1,1.92,124,Maintenance
CRN05681,DR01901,PR00004,SR05638,QC-01,Quay Crane,7.25,0.3,197,Operational
CRN05682,DR02842,PR00005,SR03394,QC-04,Quay Crane,5.7,0.53,133,Operational
CRN05683,DR08238,PR00003,SR04635,QC-01,Quay Crane,6.37,0.24,231,Operational
CRN05684,DR08469,PR00005,SR00465,QC-08,Quay Crane,6.07,1.15,213,Inspection
CRN05685,DR04383,PR00001,SR08802,QC-06,Quay Crane,9.01,0.48,227,Operational
CRN05686,DR03315,PR00002,SR01998,QC-08,Quay Crane,5.36,0.66,125,Operational
CRN05687,DR06765,PR00007,SR08133,QC-05,Quay Crane,7.77,2.28,197,Maintenance
CRN05688,DR09141,PR00002,SR06393,QC-08,Quay Crane,9.64,0.6,296,Operational
CRN05689,DR03531,PR00004,SR01328,QC-02,Quay Crane,7.06,0.15,215,Operational
CRN05690,DR00930,PR00003,SR07270,QC-06,Quay Crane,9.28,1.51,212,Inspection
CRN05691,DR00811,PR00007,SR04457,QC-01,RTG Crane,7.35,1.05,228,Inspection
CRN05692,DR01719,PR00001,SR02415,QC-08,Quay Crane,7.93,0.36,209,Operational
CRN05693,DR05187,PR00002,SR07255,QC-01,Quay Crane,5.13,0.82,98,Operational
CRN05694,DR01662,PR00006,SR07310,QC-05,RTG Crane,9.12,1.94,283,Maintenance
CRN05695,DR09323,PR00004,SR09698,QC-05,Quay Crane,6.75,1.51,213,Inspection
CRN05696,DR07654,PR00004,SR09633,QC-02,RTG Crane,7.09,1.08,154,Inspection
CRN05697,DR02073,PR00003,SR06858,QC-05,Quay Crane,6.67,1.72,191,Maintenance
CRN05698,DR03367,PR00003,SR00426,QC-04,Quay Crane,6.06,0.72,202,Operational
CRN05699,DR03491,PR00007,SR02138,QC-01,RTG Crane,8.42,0.73,259,Operational
CRN05700,DR09488,PR00005,SR03203,QC-06,Quay Crane,6.64,1.08,157,Inspection
CRN05701,DR00798,PR00007,SR08548,QC-03,Quay Crane,6.01,1.49,122,Inspection
CRN05702,DR05298,PR00007,SR03587,QC-02,Quay Crane,6.09,0.53,151,Operational
CRN05703,DR03604,PR00004,SR07232,QC-01,Quay Crane,5.77,0.05,143,Operational
CRN05704,DR09735,PR00004,SR00191,QC-06,Quay Crane,9.45,0.76,174,Operational
CRN05705,DR07636,PR00004,SR00473,QC-04,Quay Crane,7.39,0.92,209,Operational
CRN05706,DR00365,PR00006,SR04640,QC-08,Quay Crane,6.0,0.32,126,Operational
CRN05707,DR06142,PR00004,SR02970,QC-08,Quay Crane,5.97,0.59,150,Operational
CRN05708,DR02502,PR00001,SR04775,QC-02,Quay Crane,8.75,0.89,261,Operational
CRN05709,DR06500,PR00007,SR08596,QC-01,Quay Crane,7.6,0.52,235,Operational
CRN05710,DR07116,PR00004,SR05421,QC-04,Quay Crane,4.96,1.03,150,Inspection
CRN05711,DR05298,PR00006,SR02171,QC-02,Quay Crane,2.71,0.68,97,Operational
CRN05712,DR09141,PR00003,SR03459,QC-04,Quay Crane,7.41,0.67,227,Operational
CRN05713,DR02521,PR00003,SR07194,QC-01,Quay Crane,9.25,0.61,285,Operational
CRN05714,DR05076,PR00005,SR09139,QC-04,Quay Crane,6.03,0.74,155,Operational
CRN05715,DR07563,PR00005,SR05172,QC-01,Quay Crane,8.12,0.17,219,Operational
CRN05716,DR04662,PR00001,SR03293,QC-08,Quay Crane,9.87,0.98,215,Operational
CRN05717,DR05054,PR00003,SR03712,QC-01,Quay Crane,5.24,0.8,132,Operational
CRN05718,DR03730,PR00005,SR02023,QC-02,Quay Crane,5.75,0.6,106,Operational
CRN05719,DR06783,PR00007,SR01662,QC-02,RTG Crane,6.67,0.96,148,Operational
CRN05720,DR05432,PR00001,SR06031,QC-03,RTG Crane,7.77,1.26,251,Inspection
CRN05721,DR05869,PR00002,SR07598,QC-02,Quay Crane,7.71,1.04,174,Inspection
CRN05722,DR02974,PR00003,SR08592,QC-04,Quay Crane,7.02,1.08,196,Inspection
CRN05723,DR05793,PR00002,SR07579,QC-04,Quay Crane,10.0,0.29,223,Operational
CRN05724,DR02189,PR00001,SR03874,QC-07,Quay Crane,8.43,1.65,264,Maintenance
CRN05725,DR07635,PR00003,SR02848,QC-06,Quay Crane,6.69,1.36,217,Inspection
CRN05726,DR00248,PR00004,SR03191,QC-08,Quay Crane,6.92,0.38,142,Operational
CRN05727,DR09670,PR00003,SR05794,QC-08,RTG Crane,6.64,0.05,219,Operational
CRN05728,DR01185,PR00003,SR05057,QC-03,RTG Crane,9.08,1.36,219,Inspection
CRN05729,DR02820,PR00007,SR08051,QC-02,Quay Crane,4.92,0.9,95,Operational
CRN05730,DR05548,PR00003,SR05424,QC-07,RTG Crane,6.84,0.95,170,Operational
CRN05731,DR04156,PR00006,SR01372,QC-03,Quay Crane,4.37,1.13,107,Inspection
CRN05732,DR00554,PR00002,SR09081,QC-07,Quay Crane,7.66,1.37,242,Inspection
CRN05733,DR03136,PR00006,SR09828,QC-08,Quay Crane,7.97,0.62,208,Operational
CRN05734,DR03714,PR00006,SR06656,QC-04,Quay Crane,5.06,0.52,152,Operational
CRN05735,DR04836,PR00002,SR08150,QC-08,Quay Crane,4.8,0.81,133,Operational
CRN05736,DR00310,PR00004,SR07169,QC-04,RTG Crane,7.23,0.72,175,Operational
CRN05737,DR04423,PR00005,SR09717,QC-04,Quay Crane,7.73,1.2,173,Inspection
CRN05738,DR01871,PR00003,SR07372,QC-07,Quay Crane,5.02,1.77,150,Maintenance
CRN05739,DR01752,PR00005,SR04737,QC-07,Quay Crane,6.79,1.27,249,Inspection
CRN05740,DR00742,PR00002,SR04144,QC-01,Quay Crane,8.19,0.52,214,Operational
CRN05741,DR04039,PR00003,SR06713,QC-01,Quay Crane,7.92,0.57,187,Operational
CRN05742,DR00450,PR00007,SR00262,QC-06,Quay Crane,6.58,0.78,172,Operational
CRN05743,DR04008,PR00001,SR05523,QC-04,Quay Crane,6.16,0.81,197,Operational
CRN05744,DR09766,PR00001,SR01577,QC-06,Quay Crane,3.48,0.73,76,Operational
CRN05745,DR01601,PR00001,SR05385,QC-03,RTG Crane,6.05,1.41,126,Inspection
CRN05746,DR09620,PR00007,SR03719,QC-08,Quay Crane,7.69,0.44,201,Operational
CRN05747,DR06508,PR00001,SR02370,QC-05,Quay Crane,7.13,1.65,179,Maintenance
CRN05748,DR00535,PR00001,SR09135,QC-04,RTG Crane,8.33,0.58,224,Operational
CRN05749,DR07112,PR00005,SR07480,QC-08,Quay Crane,10.0,0.5,307,Operational
CRN05750,DR07508,PR00005,SR03580,QC-01,Quay Crane,7.2,0.64,218,Operational
CRN05751,DR04302,PR00003,SR07498,QC-06,Quay Crane,4.12,1.05,109,Inspection
CRN05752,DR05066,PR00007,SR04323,QC-02,Quay Crane,6.44,0.83,118,Operational
CRN05753,DR01813,PR00001,SR09747,QC-02,RTG Crane,8.93,0.88,173,Operational
CRN05754,DR03238,PR00004,SR01631,QC-04,Quay Crane,9.02,0.83,240,Operational
CRN05755,DR09325,PR00004,SR01462,QC-07,Quay Crane,4.72,0.99,120,Operational
CRN05756,DR01785,PR00002,SR00521,QC-04,Quay Crane,5.9,0.73,181,Operational
CRN05757,DR07216,PR00006,SR07020,QC-01,Quay Crane,6.88,0.49,241,Operational
CRN05758,DR05615,PR00004,SR03133,QC-04,Quay Crane,8.57,0.52,226,Operational
CRN05759,DR00491,PR00002,SR00497,QC-03,Quay Crane,5.86,1.58,130,Maintenance
CRN05760,DR06330,PR00001,SR07546,QC-05,Quay Crane,8.08,2.32,161,Maintenance
CRN05761,DR08209,PR00001,SR09199,QC-04,Quay Crane,3.08,0.99,111,Operational
CRN05762,DR08986,PR00006,SR04769,QC-03,Quay Crane,6.96,1.56,164,Maintenance
CRN05763,DR07585,PR00002,SR02155,QC-08,RTG Crane,5.41,0.7,139,Operational
CRN05764,DR06249,PR00007,SR02545,QC-06,RTG Crane,6.76,1.01,201,Inspection
CRN05765,DR02996,PR00001,SR01348,QC-06,Quay Crane,4.89,1.04,89,Inspection
CRN05766,DR06050,PR00007,SR04468,QC-02,RTG Crane,7.23,0.94,164,Operational
CRN05767,DR02919,PR00006,SR04671,QC-04,Quay Crane,8.03,0.99,199,Operational
CRN05768,DR06730,PR00001,SR08853,QC-02,Quay Crane,7.52,0.76,168,Operational
CRN05769,DR06574,PR00001,SR00732,QC-05,Quay Crane,8.87,1.88,184,Maintenance
CRN05770,DR05907,PR00006,SR06496,QC-01,Quay Crane,7.38,0.83,203,Operational
CRN05771,DR05093,PR00001,SR02444,QC-08,Quay Crane,7.44,0.47,216,Operational
CRN05772,DR08454,PR00002,SR06626,QC-01,Quay Crane,6.31,0.43,189,Operational
CRN05773,DR08643,PR00006,SR05463,QC-03,RTG Crane,7.82,1.21,238,Inspection
CRN05774,DR08291,PR00007,SR08657,QC-02,Quay Crane,6.41,0.73,206,Operational
CRN05775,DR08925,PR00005,SR02303,QC-03,RTG Crane,6.72,1.6,167,Maintenance
CRN05776,DR05575,PR00006,SR08683,QC-01,Quay Crane,8.81,1.03,244,Inspection
CRN05777,DR09008,PR00004,SR02869,QC-08,Quay Crane,9.76,0.44,292,Operational
CRN05778,DR09513,PR00005,SR09158,QC-03,RTG Crane,6.7,0.99,183,Operational
CRN05779,DR05332,PR00002,SR04633,QC-05,Quay Crane,7.79,1.71,231,Maintenance
CRN05780,DR03079,PR00006,SR04611,QC-05,Quay Crane,6.06,1.87,125,Maintenance
CRN05781,DR08065,PR00005,SR07764,QC-02,Quay Crane,6.22,0.72,172,Operational
CRN05782,DR06171,PR00004,SR08536,QC-08,RTG Crane,3.5,0.72,147,Operational
CRN05783,DR05974,PR00007,SR04824,QC-08,Quay Crane,8.04,0.59,194,Operational
CRN05784,DR07806,PR00003,SR04520,QC-02,Quay Crane,6.52,1.06,145,Inspection
CRN05785,DR04673,PR00004,SR09091,QC-08,Quay Crane,9.7,0.72,258,Operational
CRN05786,DR07022,PR00003,SR07641,QC-08,Quay Crane,6.09,0.05,189,Operational
CRN05787,DR09288,PR00002,SR05760,QC-05,Quay Crane,7.18,1.57,120,Maintenance
CRN05788,DR08559,PR00002,SR04151,QC-01,Quay Crane,8.31,0.48,184,Operational
CRN05789,DR05515,PR00007,SR07443,QC-01,Quay Crane,10.0,0.17,330,Operational
CRN05790,DR06101,PR00003,SR02658,QC-05,Quay Crane,5.91,1.96,194,Maintenance
CRN05791,DR01344,PR00005,SR07634,QC-05,RTG Crane,6.49,2.07,183,Maintenance
CRN05792,DR03418,PR00004,SR00523,QC-08,Quay Crane,7.44,0.68,228,Operational
CRN05793,DR04782,PR00006,SR09071,QC-06,Quay Crane,6.72,0.89,174,Operational
CRN05794,DR07897,PR00005,SR00285,QC-04,Quay Crane,8.24,0.65,221,Operational
CRN05795,DR00284,PR00001,SR08224,QC-06,Quay Crane,7.45,0.77,194,Operational
CRN05796,DR07178,PR00002,SR09504,QC-06,Quay Crane,9.08,0.93,218,Operational
CRN05797,DR05887,PR00005,SR05621,QC-03,Quay Crane,6.82,1.08,145,Inspection
CRN05798,DR03081,PR00001,SR02281,QC-05,RTG Crane,8.48,1.73,230,Maintenance
CRN05799,DR03976,PR00003,SR06483,QC-06,Quay Crane,7.16,0.77,160,Operational
CRN05800,DR09208,PR00002,SR05986,QC-02,Quay Crane,8.05,0.64,204,Operational
CRN05801,DR02448,PR00001,SR04443,QC-02,Quay Crane,7.54,1.36,201,Inspection
CRN05802,DR06484,PR00007,SR01168,QC-04,RTG Crane,7.1,0.63,152,Operational
CRN05803,DR02589,PR00007,SR07533,QC-07,Quay Crane,6.1,1.3,202,Inspection
CRN05804,DR00039,PR00005,SR02735,QC-06,Quay Crane,8.47,0.92,207,Operational
CRN05805,DR06379,PR00002,SR09876,QC-02,Quay Crane,5.63,0.55,154,Operational
CRN05806,DR00504,PR00007,SR07400,QC-01,Quay Crane,8.16,0.61,236,Operational
CRN05807,DR02021,PR00004,SR08826,QC-08,Quay Crane,8.12,0.28,263,Operational
CRN05808,DR09233,PR00007,SR08093,QC-03,Quay Crane,10.0,1.41,302,Inspection
CRN05809,DR00102,PR00001,SR08414,QC-04,Quay Crane,8.47,0.77,261,Operational
CRN05810,DR09925,PR00001,SR05082,QC-01,Quay Crane,4.4,0.5,91,Operational
CRN05811,DR00908,PR00005,SR09869,QC-04,Quay Crane,5.77,0.43,138,Operational
CRN05812,DR00747,PR00007,SR01500,QC-02,RTG Crane,7.17,0.98,156,Operational
CRN05813,DR04447,PR00001,SR00326,QC-08,Quay Crane,6.59,0.98,192,Operational
CRN05814,DR03986,PR00002,SR02712,QC-03,Quay Crane,7.73,0.81,188,Operational
CRN05815,DR07750,PR00004,SR07075,QC-02,Quay Crane,5.32,0.62,101,Operational
CRN05816,DR01472,PR00007,SR08467,QC-06,RTG Crane,4.52,0.69,70,Operational
CRN05817,DR03416,PR00006,SR04178,QC-03,Quay Crane,5.78,1.18,189,Inspection
CRN05818,DR06078,PR00007,SR09480,QC-07,Quay Crane,10.0,1.1,193,Inspection
CRN05819,DR03944,PR00005,SR03152,QC-01,Quay Crane,8.83,0.5,309,Operational
CRN05820,DR03261,PR00006,SR09199,QC-03,Quay Crane,6.36,1.81,190,Maintenance
CRN05821,DR06052,PR00003,SR02751,QC-01,Quay Crane,7.47,0.46,179,Operational
CRN05822,DR04420,PR00001,SR01208,QC-01,RTG Crane,5.71,0.67,144,Operational
CRN05823,DR01341,PR00005,SR06056,QC-03,Quay Crane,8.47,1.41,226,Inspection
CRN05824,DR00718,PR00004,SR07935,QC-01,Quay Crane,5.62,0.56,152,Operational
CRN05825,DR05462,PR00003,SR05377,QC-05,Quay Crane,6.61,2.07,154,Maintenance
CRN05826,DR00589,PR00002,SR07744,QC-08,Quay Crane,6.06,0.55,159,Operational
CRN05827,DR04676,PR00006,SR04570,QC-08,RTG Crane,6.84,0.84,223,Operational
CRN05828,DR02254,PR00006,SR09785,QC-04,Quay Crane,7.63,1.13,238,Inspection
CRN05829,DR05101,PR00003,SR06283,QC-04,Quay Crane,7.17,0.47,228,Operational
CRN05830,DR00043,PR00007,SR03322,QC-08,Quay Crane,8.69,0.86,263,Operational
CRN05831,DR05790,PR00003,SR08311,QC-06,Quay Crane,5.7,1.02,123,Inspection
CRN05832,DR07734,PR00001,SR08553,QC-07,Quay Crane,3.46,1.28,60,Inspection
CRN05833,DR08644,PR00001,SR00297,QC-05,Quay Crane,7.46,1.8,186,Maintenance
