Movement_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Container_ID,Movement_Type,Status,Movement_Time_Min,Dwell_Time_Hours,Customs_Delay_Hours
MV05079,DR05197,PR00001,SR03971,CONT01756,Export,Loaded,51,31.0,0.0
MV05080,DR01723,PR00001,SR01084,CONT07959,Import,Loaded,69,55.6,0.0
MV05081,DR08236,PR00005,SR06047,CONT06140,Import,In Yard,55,40.9,0.0
MV05082,DR02370,PR00004,SR00615,CONT09037,Import,Gate Out,76,21.6,0.0
MV05083,DR05401,PR00005,SR09713,CONT09710,Export,Loaded,64,52.9,0.0
MV05084,DR01573,PR00002,SR02083,CONT03065,Export,In Yard,54,60.6,0.0
MV05085,DR09281,PR00007,SR04042,CONT02102,Import,In Yard,68,55.6,1.2
MV05086,DR07239,PR00004,SR08942,CONT04817,Import,Loaded,52,36.3,0.0
MV05087,DR05610,PR00007,SR06086,CONT06622,Import,Discharged,99,54.0,0.0
MV05088,DR05897,PR00001,SR01184,CONT05180,Export,Gate Out,83,49.1,0.0
MV05089,DR02599,PR00003,SR04478,CONT03272,Import,Loaded,99,48.4,0.0
MV05090,DR05952,PR00002,SR05926,CONT04285,Export,In Yard,91,57.5,0.0
MV05091,DR00418,PR00005,SR06397,CONT04401,Export,Loaded,61,56.3,0.0
MV05092,DR03250,PR00005,SR04541,CONT01637,Export,Loaded,63,42.5,0.0
MV05093,DR07963,PR00003,SR03211,CONT01195,Import,Discharged,55,43.3,0.0
MV05094,DR02426,PR00001,SR06228,CONT08030,Import,Loaded,81,37.4,0.0
MV05095,DR07713,PR00001,SR02182,CONT04111,Import,Discharged,33,38.1,0.0
MV05096,DR07648,PR00001,SR04015,CONT04313,Export,Discharged,51,11.7,0.0
MV05097,DR03074,PR00006,SR06741,CONT00039,Import,Gate Out,85,70.6,0.0
MV05098,DR02332,PR00002,SR04708,CONT09526,Import,In Yard,48,25.4,0.0
MV05099,DR07151,PR00001,SR00004,CONT00238,Import,In Yard,88,35.3,0.0
MV05100,DR01104,PR00002,SR09793,CONT07964,Export,Discharged,61,40.6,0.0
MV05101,DR02252,PR00001,SR02662,CONT09213,Export,Discharged,55,20.1,0.0
MV05102,DR04770,PR00007,SR03077,CONT01004,Export,In Yard,125,44.6,0.0
MV05103,DR03351,PR00002,SR00113,CONT08459,Export,Loaded,57,37.7,0.0
MV05104,DR07211,PR00007,SR01782,CONT07590,Export,Loaded,89,68.4,0.0
MV05105,DR00724,PR00005,SR01118,CONT03023,Export,Loaded,124,53.8,0.0
MV05106,DR00172,PR00004,SR00324,CONT00844,Import,Loaded,108,41.2,0.0
MV05107,DR01712,PR00003,SR00167,CONT03623,Import,In Yard,82,30.4,1.7
MV05108,DR02592,PR00005,SR06335,CONT03248,Transshipment,Discharged,107,73.8,0.0
MV05109,DR03892,PR00005,SR00671,CONT09604,Export,Gate Out,80,47.0,0.0
MV05110,DR06679,PR00001,SR01254,CONT05005,Transshipment,Gate Out,115,47.1,0.0
MV05111,DR03772,PR00007,SR02909,CONT01805,Export,Gate Out,93,37.2,0.0
MV05112,DR04088,PR00003,SR08621,CONT01403,Transshipment,Gate Out,69,47.8,0.0
MV05113,DR08726,PR00002,SR00207,CONT03408,Import,In Yard,104,39.9,0.0
MV05114,DR00027,PR00003,SR06113,CONT09504,Export,Customs Hold,67,56.1,7.7
MV05115,DR05787,PR00005,SR03811,CONT07172,Export,In Yard,66,50.0,0.0
MV05116,DR07044,PR00003,SR07926,CONT00350,Import,Discharged,45,42.6,0.0
MV05117,DR05910,PR00003,SR08672,CONT05479,Import,Loaded,97,27.8,2.4
MV05118,DR02056,PR00001,SR07097,CONT09478,Import,Gate Out,79,40.7,0.0
MV05119,DR01936,PR00003,SR09248,CONT06787,Import,In Yard,75,40.2,0.0
MV05120,DR02734,PR00001,SR07523,CONT00757,Transshipment,In Yard,92,37.6,0.0
MV05121,DR06525,PR00006,SR06165,CONT00591,Transshipment,In Yard,86,21.9,0.0
MV05122,DR04963,PR00002,SR09828,CONT04047,Export,Loaded,56,25.7,0.0
MV05123,DR08828,PR00007,SR00646,CONT00771,Transshipment,Customs Hold,62,42.6,4.0
MV05124,DR09110,PR00005,SR05936,CONT02492,Export,In Yard,62,50.5,0.0
MV05125,DR08009,PR00005,SR02185,CONT05296,Transshipment,In Yard,125,26.9,5.4
MV05126,DR04340,PR00007,SR03089,CONT07908,Import,Discharged,95,71.0,2.2
MV05127,DR02923,PR00002,SR06164,CONT05705,Import,Gate Out,76,53.6,0.0
MV05128,DR00701,PR00004,SR06026,CONT09538,Export,Discharged,83,37.6,0.0
MV05129,DR04552,PR00001,SR05371,CONT09104,Export,Loaded,67,74.1,0.0
MV05130,DR04421,PR00001,SR05280,CONT04587,Export,In Yard,53,41.1,0.0
MV05131,DR04408,PR00003,SR05260,CONT00316,Export,Loaded,91,41.6,0.0
MV05132,DR03662,PR00005,SR02076,CONT05589,Import,Discharged,70,49.7,1.4
MV05133,DR06027,PR00006,SR05087,CONT02462,Import,Customs Hold,50,46.9,10.2
MV05134,DR01166,PR00002,SR03082,CONT08992,Export,Discharged,85,41.0,0.0
MV05135,DR00908,PR00005,SR03132,CONT05221,Export,Gate Out,111,35.9,0.0
MV05136,DR01536,PR00002,SR06567,CONT02978,Import,Loaded,78,33.8,0.0
MV05137,DR00166,PR00001,SR03079,CONT08060,Export,In Yard,74,42.6,0.0
MV05138,DR05996,PR00001,SR04701,CONT07675,Import,Gate Out,82,56.8,1.2
MV05139,DR04571,PR00004,SR03967,CONT06503,Export,Loaded,129,69.2,0.0
MV05140,DR09810,PR00003,SR03154,CONT00145,Export,Gate Out,80,37.1,0.0
MV05141,DR07150,PR00002,SR09984,CONT07939,Import,Discharged,63,36.5,0.0
MV05142,DR08847,PR00001,SR05825,CONT01343,Transshipment,In Yard,90,33.4,0.0
MV05143,DR00552,PR00004,SR01502,CONT07020,Export,Gate Out,82,62.7,0.0
MV05144,DR08309,PR00006,SR02751,CONT06296,Transshipment,In Yard,146,49.5,0.0
MV05145,DR03862,PR00001,SR01642,CONT04445,Export,Loaded,97,38.4,0.0
MV05146,DR02440,PR00005,SR09824,CONT04394,Export,In Yard,96,48.8,0.0
MV05147,DR05244,PR00004,SR07980,CONT07864,Export,In Yard,57,16.8,0.0
MV05148,DR05834,PR00003,SR07616,CONT02030,Export,Gate Out,89,46.0,3.8
MV05149,DR00759,PR00001,SR03079,CONT01828,Export,In Yard,111,40.0,0.0
MV05150,DR01433,PR00007,SR01528,CONT02240,Export,Loaded,104,87.0,0.0
MV05151,DR08808,PR00003,SR09474,CONT07279,Import,Loaded,56,35.0,0.0
MV05152,DR04317,PR00003,SR03442,CONT00665,Import,Gate Out,72,37.5,0.0
MV05153,DR09392,PR00006,SR07232,CONT04597,Import,In Yard,97,62.7,0.0
MV05154,DR07347,PR00006,SR02625,CONT01393,Export,Gate Out,76,55.7,0.0
MV05155,DR01340,PR00005,SR04267,CONT08239,Import,Loaded,56,55.5,0.0
MV05156,DR02171,PR00006,SR02546,CONT07909,Export,Customs Hold,84,49.9,9.7
MV05157,DR01748,PR00001,SR02268,CONT04283,Import,In Yard,95,23.1,0.0
MV05158,DR08583,PR00005,SR02374,CONT09718,Import,Loaded,87,76.7,0.0
MV05159,DR03311,PR00002,SR04245,CONT05209,Export,In Yard,59,42.2,0.0
MV05160,DR07355,PR00006,SR00971,CONT01382,Export,Gate Out,79,50.4,0.0
MV05161,DR05814,PR00003,SR00158,CONT09097,Import,Discharged,109,59.5,0.0
MV05162,DR06661,PR00001,SR03255,CONT03554,Transshipment,Discharged,66,19.1,0.0
MV05163,DR05014,PR00003,SR08469,CONT05009,Import,In Yard,61,33.1,0.0
MV05164,DR08851,PR00005,SR00544,CONT02851,Import,Gate Out,81,28.4,0.0
MV05165,DR09210,PR00003,SR07041,CONT04347,Import,Gate Out,70,39.2,0.0
MV05166,DR02738,PR00005,SR07635,CONT07897,Import,Gate Out,107,30.1,0.0
MV05167,DR00402,PR00001,SR09626,CONT08722,Import,Loaded,53,46.8,0.0
MV05168,DR09441,PR00001,SR01849,CONT08832,Import,Gate Out,98,59.4,0.0
MV05169,DR04935,PR00004,SR07013,CONT00934,Export,Discharged,99,57.4,0.0
MV05170,DR03923,PR00003,SR01030,CONT01521,Export,Loaded,94,50.7,0.0
MV05171,DR02672,PR00005,SR07959,CONT06402,Import,In Yard,107,42.5,0.0
MV05172,DR04003,PR00007,SR07550,CONT02965,Transshipment,Loaded,84,41.6,0.0
MV05173,DR09282,PR00004,SR07780,CONT09550,Export,In Yard,47,48.3,0.0
MV05174,DR08218,PR00003,SR07524,CONT07959,Import,In Yard,46,35.6,0.0
MV05175,DR08889,PR00004,SR05955,CONT03294,Import,In Yard,66,18.2,0.0
MV05176,DR08585,PR00007,SR04197,CONT08290,Import,In Yard,104,41.0,0.0
MV05177,DR05894,PR00005,SR04199,CONT03572,Export,Customs Hold,96,54.3,18.8
MV05178,DR07164,PR00006,SR08730,CONT06939,Export,Loaded,93,32.9,0.0
MV05179,DR07581,PR00002,SR05393,CONT06218,Import,Customs Hold,98,30.6,13.5
MV05180,DR03922,PR00005,SR04133,CONT05044,Import,Customs Hold,136,47.4,13.6
MV05181,DR08447,PR00001,SR08048,CONT04545,Import,Gate Out,40,5.8,0.0
MV05182,DR08911,PR00005,SR05102,CONT00830,Import,In Yard,94,57.5,0.0
MV05183,DR02964,PR00006,SR01399,CONT05170,Export,Discharged,104,61.8,0.0
MV05184,DR07847,PR00007,SR07919,CONT08273,Transshipment,In Yard,94,67.3,0.0
MV05185,DR02836,PR00001,SR06258,CONT04786,Import,Loaded,33,40.9,0.0
MV05186,DR04381,PR00006,SR01321,CONT03112,Import,Loaded,128,40.4,0.0
MV05187,DR00614,PR00001,SR06703,CONT02252,Import,Discharged,76,28.0,0.0
MV05188,DR03851,PR00003,SR00508,CONT07474,Import,Loaded,70,48.2,0.0
MV05189,DR04165,PR00005,SR09762,CONT05490,Export,In Yard,117,61.3,0.0
MV05190,DR05153,PR00003,SR06190,CONT06696,Transshipment,Gate Out,68,30.5,0.0
MV05191,DR05535,PR00002,SR03339,CONT01757,Export,Gate Out,78,29.2,0.0
MV05192,DR08823,PR00005,SR03597,CONT09575,Import,Gate Out,102,49.8,0.0
MV05193,DR04290,PR00004,SR09267,CONT05982,Export,In Yard,91,50.3,0.0
MV05194,DR08286,PR00004,SR02353,CONT02504,Export,Gate Out,83,62.7,0.0
MV05195,DR01899,PR00003,SR00750,CONT07919,Import,Loaded,114,57.6,0.0
MV05196,DR00430,PR00005,SR08166,CONT03892,Transshipment,In Yard,73,43.0,0.0
MV05197,DR02557,PR00003,SR05115,CONT09824,Export,Loaded,84,56.5,0.0
MV05198,DR06856,PR00001,SR05953,CONT05580,Export,In Yard,84,37.5,0.0
MV05199,DR05319,PR00003,SR01958,CONT03876,Import,Loaded,113,43.0,0.0
MV05200,DR04967,PR00005,SR08895,CONT02581,Import,Gate Out,87,55.0,0.0
MV05201,DR00827,PR00002,SR05570,CONT04909,Export,Loaded,56,51.9,0.0
MV05202,DR01427,PR00001,SR04476,CONT09995,Export,In Yard,111,56.8,0.0
MV05203,DR02326,PR00007,SR05915,CONT01766,Transshipment,Loaded,106,52.7,0.0
MV05204,DR00094,PR00006,SR05861,CONT03304,Import,In Yard,97,54.4,0.0
MV05205,DR03126,PR00004,SR05473,CONT06603,Import,Customs Hold,54,29.2,13.9
MV05206,DR04234,PR00006,SR08647,CONT06901,Export,In Yard,70,65.2,0.0
MV05207,DR09503,PR00007,SR06058,CONT08846,Export,Gate Out,97,45.3,0.0
MV05208,DR02359,PR00004,SR04329,CONT00022,Import,In Yard,78,14.5,2.8
MV05209,DR05348,PR00002,SR08264,CONT05431,Export,Loaded,33,29.8,0.0
MV05210,DR02474,PR00004,SR07362,CONT05096,Export,In Yard,102,29.4,0.0
MV05211,DR03445,PR00007,SR01166,CONT04174,Export,In Yard,75,19.8,0.0
MV05212,DR06190,PR00005,SR02423,CONT00135,Import,Gate Out,88,42.5,0.0
MV05213,DR06888,PR00001,SR08837,CONT04218,Export,Loaded,56,52.2,0.0
MV05214,DR04997,PR00007,SR00153,CONT08119,Export,Discharged,118,56.4,0.0
MV05215,DR02336,PR00005,SR08408,CONT05434,Export,Gate Out,93,49.4,0.0
MV05216,DR02101,PR00003,SR06216,CONT04234,Export,In Yard,98,67.5,0.0
MV05217,DR04391,PR00007,SR00232,CONT08846,Export,Discharged,54,37.5,0.0
MV05218,DR08972,PR00005,SR03170,CONT05332,Import,Loaded,59,29.1,0.0
MV05219,DR03348,PR00006,SR05368,CONT01340,Import,Customs Hold,81,49.9,12.2
MV05220,DR05027,PR00007,SR02103,CONT05357,Import,In Yard,96,57.6,0.0
MV05221,DR06718,PR00001,SR03725,CONT07032,Export,Gate Out,66,23.5,0.0
MV05222,DR01077,PR00005,SR09715,CONT01341,Export,Loaded,94,45.7,0.0
MV05223,DR02389,PR00003,SR08979,CONT08820,Transshipment,Discharged,96,56.0,0.0
MV05224,DR01952,PR00006,SR02351,CONT00873,Export,In Yard,46,47.1,0.0
MV05225,DR00855,PR00006,SR06017,CONT04641,Export,Gate Out,88,63.0,0.0
MV05226,DR09706,PR00006,SR09168,CONT06171,Export,Discharged,46,32.8,0.0
MV05227,DR09926,PR00005,SR05778,CONT05797,Import,Loaded,89,31.6,0.0
MV05228,DR04766,PR00006,SR06399,CONT03831,Export,Discharged,100,37.6,0.0
MV05229,DR02526,PR00002,SR02422,CONT01821,Import,In Yard,94,56.7,0.0
MV05230,DR07404,PR00003,SR01357,CONT03175,Import,Customs Hold,89,52.5,12.9
MV05231,DR07156,PR00001,SR06033,CONT03667,Transshipment,In Yard,72,43.8,0.0
MV05232,DR09975,PR00006,SR08769,CONT09423,Export,Customs Hold,111,71.2,17.4
MV05233,DR08606,PR00004,SR05904,CONT08009,Import,Discharged,50,36.4,0.0
MV05234,DR03294,PR00004,SR01050,CONT01062,Export,In Yard,121,37.8,0.0
MV05235,DR02351,PR00002,SR07120,CONT07693,Transshipment,Gate Out,91,27.2,0.0
MV05236,DR00300,PR00004,SR06485,CONT02667,Import,Discharged,75,43.5,0.0
MV05237,DR08457,PR00003,SR06200,CONT04899,Transshipment,Customs Hold,80,54.8,7.7
MV05238,DR05963,PR00007,SR03527,CONT04635,Transshipment,Discharged,84,61.5,0.0
MV05239,DR08000,PR00006,SR07530,CONT02698,Export,Gate Out,84,61.4,0.0
MV05240,DR00234,PR00003,SR02069,CONT00436,Import,In Yard,114,55.5,0.0
MV05241,DR02270,PR00006,SR09476,CONT07937,Import,Discharged,125,70.3,0.0
MV05242,DR03928,PR00001,SR04401,CONT05133,Import,Gate Out,107,31.4,0.0
MV05243,DR02402,PR00001,SR01978,CONT07412,Import,Loaded,87,59.4,4.5
MV05244,DR01947,PR00004,SR01678,CONT07640,Export,Loaded,131,52.2,0.0
MV05245,DR09397,PR00005,SR02623,CONT05099,Transshipment,In Yard,90,46.7,0.0
MV05246,DR08656,PR00001,SR09158,CONT07346,Import,Gate Out,70,25.5,0.0
MV05247,DR04676,PR00002,SR00641,CONT08896,Export,Customs Hold,73,43.9,11.0
MV05248,DR00813,PR00003,SR06229,CONT05379,Export,Discharged,85,60.0,0.0
MV05249,DR05263,PR00001,SR05227,CONT03665,Import,Loaded,59,10.3,2.3
MV05250,DR08752,PR00003,SR05342,CONT09674,Export,Loaded,109,59.3,0.0
MV05251,DR03221,PR00003,SR02380,CONT05479,Transshipment,In Yard,62,17.3,0.0
MV05252,DR04235,PR00007,SR06928,CONT00430,Import,Gate Out,130,32.6,5.8
MV05253,DR06497,PR00002,SR01920,CONT02977,Import,Discharged,90,40.3,0.0
MV05254,DR04719,PR00001,SR08957,CONT08916,Export,Discharged,43,60.6,0.0
MV05255,DR09741,PR00001,SR03228,CONT09112,Import,Loaded,101,42.3,0.0
MV05256,DR00237,PR00001,SR06778,CONT03644,Transshipment,Customs Hold,70,42.1,13.6
MV05257,DR02804,PR00005,SR02630,CONT02515,Transshipment,Gate Out,128,38.2,0.0
MV05258,DR07194,PR00003,SR09510,CONT05550,Import,Discharged,99,36.5,0.0
MV05259,DR04978,PR00001,SR04869,CONT03612,Export,Customs Hold,89,33.3,11.9
MV05260,DR07030,PR00007,SR02873,CONT01466,Export,In Yard,103,74.2,0.0
MV05261,DR09984,PR00006,SR08749,CONT02958,Import,Customs Hold,108,39.8,10.9
MV05262,DR06614,PR00001,SR09570,CONT03237,Export,In Yard,60,29.4,0.0
MV05263,DR06153,PR00002,SR00451,CONT07483,Transshipment,Customs Hold,104,57.5,11.5
MV05264,DR01751,PR00006,SR06853,CONT04985,Import,Customs Hold,66,48.3,14.5
MV05265,DR05346,PR00005,SR08602,CONT00780,Export,Discharged,79,51.5,0.0
MV05266,DR04390,PR00007,SR03391,CONT02328,Import,In Yard,107,60.7,0.0
MV05267,DR04359,PR00001,SR06122,CONT05780,Import,Discharged,89,35.7,0.0
MV05268,DR08258,PR00005,SR06228,CONT03160,Export,Loaded,91,19.3,0.0
MV05269,DR02051,PR00001,SR04137,CONT00279,Export,Customs Hold,85,50.0,6.3
MV05270,DR00050,PR00002,SR06785,CONT01596,Export,Discharged,46,37.0,0.0
MV05271,DR00374,PR00005,SR06986,CONT03392,Import,Loaded,72,31.4,0.0
MV05272,DR07582,PR00005,SR04040,CONT00800,Export,Gate Out,88,58.1,0.0
MV05273,DR06283,PR00001,SR09883,CONT04675,Import,Gate Out,72,68.1,0.0
MV05274,DR07514,PR00002,SR05457,CONT05040,Export,Customs Hold,68,51.0,13.7
MV05275,DR03723,PR00005,SR08546,CONT04638,Import,Loaded,122,75.1,0.0
MV05276,DR09367,PR00001,SR01102,CONT09524,Export,Discharged,116,28.0,0.0
MV05277,DR01269,PR00002,SR05623,CONT09588,Export,Discharged,113,48.7,0.0
MV05278,DR05699,PR00001,SR02513,CONT06033,Import,Gate Out,66,44.6,0.0
MV05279,DR06886,PR00001,SR05932,CONT08167,Export,In Yard,52,32.5,0.0
MV05280,DR03223,PR00006,SR00061,CONT00709,Import,Gate Out,99,43.2,0.0
MV05281,DR03905,PR00001,SR03303,CONT00925,Export,Loaded,69,5.0,0.0
MV05282,DR00657,PR00003,SR01984,CONT06113,Export,Customs Hold,70,65.0,10.3
MV05283,DR05331,PR00005,SR06389,CONT04565,Export,Loaded,102,27.0,0.0
MV05284,DR08599,PR00001,SR09467,CONT01947,Import,In Yard,51,51.7,0.0
MV05285,DR05721,PR00004,SR00666,CONT09623,Import,Loaded,105,44.6,0.0
MV05286,DR05460,PR00002,SR03007,CONT06101,Import,Gate Out,65,39.1,0.0
MV05287,DR07853,PR00006,SR08959,CONT01620,Import,Gate Out,108,46.8,0.0
MV05288,DR03101,PR00006,SR05504,CONT01342,Export,Gate Out,81,46.1,0.0
MV05289,DR05064,PR00006,SR03092,CONT00015,Import,Loaded,114,55.8,0.0
MV05290,DR08507,PR00003,SR05928,CONT03698,Import,In Yard,37,53.4,0.0
MV05291,DR05682,PR00006,SR06814,CONT04799,Import,In Yard,121,47.9,2.2
MV05292,DR07056,PR00004,SR07095,CONT05776,Export,Gate Out,128,34.8,0.0
MV05293,DR05148,PR00003,SR08493,CONT09938,Export,Loaded,94,28.9,0.0
MV05294,DR00891,PR00001,SR04481,CONT01016,Import,Gate Out,64,47.5,0.0
MV05295,DR06290,PR00001,SR07725,CONT01701,Transshipment,In Yard,94,38.5,0.0
MV05296,DR06472,PR00002,SR01352,CONT06916,Import,Discharged,56,26.2,0.0
MV05297,DR00722,PR00002,SR03681,CONT02176,Export,In Yard,59,25.9,0.0
MV05298,DR08391,PR00007,SR06138,CONT02941,Import,Loaded,96,43.8,0.0
MV05299,DR08264,PR00007,SR09986,CONT03715,Export,Loaded,83,38.3,0.0
MV05300,DR02548,PR00001,SR06419,CONT03524,Import,In Yard,77,37.6,0.0
MV05301,DR04017,PR00007,SR08643,CONT05191,Transshipment,Loaded,82,61.3,0.0
MV05302,DR02186,PR00005,SR04088,CONT07204,Export,Customs Hold,78,38.5,8.0
MV05303,DR08707,PR00003,SR08402,CONT00132,Export,Gate Out,66,22.0,0.0
MV05304,DR09494,PR00007,SR09908,CONT03148,Export,Loaded,95,64.3,5.1
MV05305,DR04976,PR00005,SR08180,CONT01986,Import,Discharged,56,58.4,0.0
MV05306,DR07125,PR00004,SR03734,CONT00175,Import,Loaded,39,53.6,0.0
MV05307,DR01998,PR00002,SR08213,CONT05603,Transshipment,Customs Hold,87,40.3,23.1
MV05308,DR08869,PR00002,SR00255,CONT00835,Export,Loaded,75,73.8,0.0
MV05309,DR03811,PR00007,SR07810,CONT09996,Import,In Yard,61,52.6,0.0
MV05310,DR03596,PR00002,SR01502,CONT08910,Import,Customs Hold,85,76.4,7.4
MV05311,DR01931,PR00001,SR09490,CONT05597,Import,In Yard,49,51.6,0.0
MV05312,DR09195,PR00002,SR09465,CONT06550,Export,Loaded,96,57.1,0.0
MV05313,DR00390,PR00003,SR04643,CONT06618,Export,Customs Hold,49,30.9,25.3
MV05314,DR05913,PR00003,SR07460,CONT05940,Export,Gate Out,62,26.7,0.0
MV05315,DR04206,PR00007,SR02807,CONT04637,Import,Discharged,57,44.5,0.0
MV05316,DR05585,PR00003,SR08403,CONT08345,Transshipment,Gate Out,106,44.5,0.0
MV05317,DR08604,PR00006,SR07744,CONT05537,Import,Loaded,87,40.5,0.0
MV05318,DR02619,PR00004,SR09639,CONT09802,Import,Gate Out,119,48.8,0.0
MV05319,DR05082,PR00003,SR09617,CONT01552,Transshipment,Discharged,78,38.4,0.0
MV05320,DR00247,PR00001,SR07037,CONT04896,Export,Loaded,27,27.7,0.0
MV05321,DR06470,PR00002,SR09599,CONT00151,Export,Loaded,60,46.0,0.0
MV05322,DR05269,PR00006,SR01694,CONT07879,Export,Gate Out,84,43.7,0.0
MV05323,DR05587,PR00005,SR05677,CONT07973,Import,Customs Hold,101,47.4,11.4
MV05324,DR09802,PR00003,SR08463,CONT01499,Import,In Yard,85,25.2,0.0
MV05325,DR03744,PR00007,SR04212,CONT03750,Import,Gate Out,113,52.3,0.0
MV05326,DR03924,PR00006,SR02023,CONT03737,Import,Loaded,89,50.1,4.3
MV05327,DR06660,PR00001,SR05456,CONT04449,Export,In Yard,26,21.5,0.0
MV05328,DR09394,PR00004,SR06864,CONT04347,Export,Gate Out,96,47.4,0.0
MV05329,DR02858,PR00006,SR01872,CONT05088,Import,Loaded,77,40.2,0.0
MV05330,DR00663,PR00006,SR00327,CONT03535,Export,In Yard,74,37.5,0.0
MV05331,DR04014,PR00001,SR09825,CONT08479,Import,Gate Out,85,36.1,0.0
MV05332,DR02249,PR00002,SR03399,CONT03718,Import,In Yard,45,47.3,0.0
MV05333,DR04651,PR00003,SR06728,CONT04573,Import,Discharged,69,39.4,0.0
MV05334,DR02837,PR00002,SR05170,CONT03982,Export,Discharged,56,47.9,0.0
MV05335,DR03768,PR00001,SR08730,CONT02791,Export,Gate Out,61,28.5,0.0
MV05336,DR03700,PR00004,SR06985,CONT06402,Transshipment,Customs Hold,102,44.1,7.4
MV05337,DR02326,PR00003,SR02182,CONT01402,Export,Discharged,59,31.0,0.0
MV05338,DR05562,PR00001,SR08528,CONT00027,Export,Gate Out,73,38.8,0.0
MV05339,DR01021,PR00004,SR07055,CONT06161,Export,Customs Hold,87,46.0,13.2
MV05340,DR08383,PR00001,SR00590,CONT03408,Export,Loaded,103,30.6,0.0
MV05341,DR06210,PR00003,SR08921,CONT09845,Transshipment,Discharged,72,54.7,0.0
MV05342,DR05711,PR00006,SR08200,CONT06810,Export,In Yard,70,71.6,0.0
MV05343,DR02381,PR00006,SR04872,CONT02136,Import,Loaded,129,49.7,4.8
MV05344,DR01250,PR00002,SR07480,CONT05909,Import,Gate Out,125,36.2,0.0
MV05345,DR03233,PR00006,SR04183,CONT02910,Export,Loaded,99,41.7,0.0
MV05346,DR00348,PR00006,SR08158,CONT04429,Import,Loaded,75,37.3,0.0
MV05347,DR02849,PR00004,SR03982,CONT01935,Export,Gate Out,60,33.8,0.0
MV05348,DR06945,PR00007,SR05260,CONT01615,Transshipment,Loaded,98,60.4,0.0
MV05349,DR07165,PR00002,SR07611,CONT09161,Import,Discharged,92,23.8,0.0
MV05350,DR07155,PR00001,SR05861,CONT04345,Import,Discharged,67,41.5,1.2
MV05351,DR03854,PR00006,SR05841,CONT03490,Import,Gate Out,44,58.3,0.0
MV05352,DR00049,PR00003,SR01128,CONT06929,Export,In Yard,85,54.9,5.4
MV05353,DR08001,PR00002,SR01807,CONT07021,Export,Gate Out,24,52.8,2.8
MV05354,DR00868,PR00001,SR08182,CONT05706,Import,Loaded,70,25.4,0.0
MV05355,DR04093,PR00001,SR05391,CONT07402,Export,Gate Out,71,52.9,0.0
MV05356,DR08829,PR00001,SR01456,CONT02354,Export,In Yard,125,46.8,0.0
MV05357,DR08282,PR00001,SR01795,CONT05541,Import,In Yard,86,62.5,0.0
MV05358,DR05888,PR00007,SR05993,CONT04502,Import,Loaded,71,59.1,0.0
MV05359,DR06218,PR00002,SR02297,CONT00332,Import,Discharged,81,45.6,1.5
MV05360,DR04642,PR00006,SR02909,CONT04099,Export,Loaded,108,46.3,0.0
MV05361,DR04243,PR00001,SR07884,CONT02303,Import,In Yard,81,72.7,0.0
MV05362,DR00915,PR00002,SR01158,CONT00838,Import,In Yard,79,24.4,0.0
MV05363,DR08652,PR00007,SR06970,CONT07647,Import,Gate Out,125,52.7,0.0
MV05364,DR02809,PR00001,SR02297,CONT01162,Export,Discharged,69,19.7,0.0
MV05365,DR05610,PR00002,SR00420,CONT02324,Export,Loaded,82,49.0,0.0
MV05366,DR07197,PR00006,SR00141,CONT01950,Import,Loaded,41,46.1,0.0
MV05367,DR08534,PR00001,SR04168,CONT05167,Export,Loaded,141,37.6,0.0
MV05368,DR05701,PR00001,SR02433,CONT09179,Export,Gate Out,70,26.6,0.0
MV05369,DR00556,PR00007,SR04431,CONT07246,Export,Gate Out,83,25.8,0.0
MV05370,DR05432,PR00003,SR04341,CONT07123,Export,Discharged,59,42.9,1.2
MV05371,DR04421,PR00004,SR00554,CONT08071,Export,Discharged,76,32.4,0.0
MV05372,DR07957,PR00001,SR05843,CONT02253,Import,Loaded,57,45.5,0.0
MV05373,DR04477,PR00002,SR03236,CONT01677,Import,Discharged,90,36.7,0.0
MV05374,DR07295,PR00003,SR01577,CONT09341,Export,Discharged,100,50.2,0.0
MV05375,DR04165,PR00005,SR01595,CONT00043,Import,Gate Out,49,49.6,0.0
MV05376,DR02848,PR00002,SR02849,CONT07223,Import,In Yard,70,45.7,0.0
MV05377,DR06536,PR00006,SR09161,CONT08785,Export,Gate Out,63,44.2,0.0
MV05378,DR09237,PR00006,SR06728,CONT06863,Transshipment,Gate Out,63,42.2,0.0
MV05379,DR03289,PR00004,SR07921,CONT01581,Import,In Yard,89,54.7,0.0
MV05380,DR06020,PR00003,SR02000,CONT09754,Export,Loaded,58,37.2,0.0
MV05381,DR07948,PR00004,SR06098,CONT04538,Import,Gate Out,90,38.0,0.0
MV05382,DR01290,PR00005,SR03199,CONT04436,Export,Gate Out,109,48.5,0.0
MV05383,DR00032,PR00001,SR06916,CONT07192,Export,Loaded,80,66.0,0.0
MV05384,DR05117,PR00006,SR05616,CONT05238,Export,Discharged,118,41.5,0.0
MV05385,DR09219,PR00003,SR06306,CONT00441,Transshipment,Loaded,67,27.5,0.0
MV05386,DR04237,PR00007,SR04761,CONT06797,Transshipment,In Yard,115,58.7,0.0
MV05387,DR01698,PR00007,SR08166,CONT04065,Transshipment,In Yard,57,60.7,4.1
MV05388,DR08055,PR00001,SR03780,CONT09313,Export,Gate Out,59,48.6,2.5
