Truck_Movement_ID,Date_Record_ID,Port_Record_ID,Container_ID,Gate_ID,Truck_Type,Arrival_Hour,Waiting_Minutes,Processing_Minutes,Gate_Status
TRK05400,DR00953,PR00003,CONT02508,Gate 3,Trailer,17,72.7,26.5,Completed
TRK05401,DR06937,PR00002,CONT04005,Gate 1,Tanker,8,67.4,17.0,Completed
TRK05402,DR06326,PR00004,CONT06295,Gate 4,Container Truck,18,61.7,30.3,Completed
TRK05403,DR07224,PR00001,CONT07872,Gate 2,Container Truck,12,42.9,29.8,Completed
TRK05404,DR02297,PR00002,CONT02633,Gate 3,Trailer,9,90.9,22.4,Completed
TRK05405,DR02134,PR00002,CONT01954,Gate 5,Container Truck,12,75.9,25.0,Completed
TRK05406,DR06490,PR00007,CONT02557,Gate 2,Trailer,20,79.4,19.4,Completed
TRK05407,DR08469,PR00004,CONT05497,Gate 4,Container Truck,19,23.9,22.3,Completed
TRK05408,DR03028,PR00005,CONT00183,Gate 5,Container Truck,15,54.6,26.3,Completed
TRK05409,DR00147,PR00005,CONT02102,Gate 4,Container Truck,13,30.0,22.2,Completed
TRK05410,DR05741,PR00003,CONT06039,Gate 5,Trailer,8,43.0,10.4,Completed
TRK05411,DR00818,PR00001,CONT06749,Gate 3,Container Truck,11,80.5,31.7,Completed
TRK05412,DR09647,PR00001,CONT02461,Gate 4,Trailer,17,31.4,25.5,Completed
TRK05413,DR06061,PR00003,CONT07198,Gate 5,Tanker,10,63.9,8.0,Completed
TRK05414,DR07691,PR00007,CONT06718,Gate 5,Trailer,6,55.9,28.7,Completed
TRK05415,DR07141,PR00002,CONT09801,Gate 2,Container Truck,8,57.6,25.6,Completed
TRK05416,DR04073,PR00005,CONT08423,Gate 1,Trailer,13,46.2,23.5,Completed
TRK05417,DR01387,PR00006,CONT07924,Gate 3,Container Truck,17,73.4,22.9,Completed
TRK05418,DR09810,PR00007,CONT01458,Gate 1,Trailer,12,36.1,18.7,Completed
TRK05419,DR02390,PR00002,CONT01154,Gate 4,Trailer,13,47.2,17.0,Completed
TRK05420,DR09785,PR00007,CONT04549,Gate 4,Container Truck,10,20.2,15.3,Completed
TRK05421,DR07309,PR00004,CONT07412,Gate 2,Trailer,8,71.6,13.6,Completed
TRK05422,DR04246,PR00003,CONT05202,Gate 1,Trailer,14,28.0,13.2,Completed
TRK05423,DR08741,PR00005,CONT04551,Gate 2,Trailer,21,51.0,24.7,Completed
TRK05424,DR09229,PR00002,CONT09868,Gate 3,Container Truck,8,85.8,23.9,Completed
TRK05425,DR01570,PR00006,CONT03172,Gate 2,Container Truck,9,72.4,24.4,Completed
TRK05426,DR08995,PR00004,CONT02313,Gate 2,Container Truck,7,49.4,22.9,Completed
TRK05427,DR03920,PR00006,CONT01343,Gate 3,Tanker,18,65.6,32.4,Completed
TRK05428,DR01024,PR00006,CONT00825,Gate 2,Container Truck,13,58.2,23.5,Cancelled
TRK05429,DR02162,PR00004,CONT09254,Gate 2,Container Truck,11,86.3,24.7,Completed
TRK05430,DR08186,PR00001,CONT01525,Gate 2,Container Truck,7,51.1,20.2,Completed
TRK05431,DR01236,PR00002,CONT09039,Gate 1,Container Truck,11,58.2,15.8,Completed
TRK05432,DR08447,PR00006,CONT04635,Gate 4,Container Truck,13,29.8,25.8,Completed
TRK05433,DR07906,PR00004,CONT01721,Gate 3,Container Truck,16,65.9,21.3,Completed
TRK05434,DR04244,PR00006,CONT09020,Gate 4,Trailer,17,43.8,29.8,Completed
TRK05435,DR09764,PR00003,CONT04144,Gate 5,Trailer,14,46.5,8.0,Completed
TRK05436,DR02004,PR00003,CONT01706,Gate 1,Trailer,20,53.0,17.6,Completed
TRK05437,DR05108,PR00006,CONT08536,Gate 3,Trailer,22,54.5,20.0,Completed
TRK05438,DR06733,PR00005,CONT05753,Gate 1,Trailer,13,28.1,14.7,Completed
TRK05439,DR03134,PR00003,CONT03207,Gate 5,Trailer,10,64.9,31.8,Completed
TRK05440,DR06402,PR00001,CONT00466,Gate 3,Trailer,6,74.5,32.9,Completed
TRK05441,DR01628,PR00006,CONT04060,Gate 2,Container Truck,6,52.9,29.5,Completed
TRK05442,DR08544,PR00006,CONT02943,Gate 4,Container Truck,10,46.8,28.5,Completed
TRK05443,DR02598,PR00003,CONT07351,Gate 5,Container Truck,14,61.3,25.1,Completed
TRK05444,DR05620,PR00004,CONT03699,Gate 5,Tanker,12,32.0,28.9,Completed
TRK05445,DR02852,PR00002,CONT00266,Gate 5,Container Truck,22,53.5,13.9,Completed
TRK05446,DR05508,PR00003,CONT03581,Gate 4,Trailer,12,27.1,22.5,Completed
TRK05447,DR03054,PR00001,CONT01092,Gate 1,Container Truck,12,35.1,25.2,Completed
TRK05448,DR08693,PR00002,CONT03271,Gate 5,Container Truck,16,73.2,8.0,Completed
TRK05449,DR02636,PR00006,CONT07204,Gate 2,Container Truck,14,57.4,27.6,Completed
TRK05450,DR09838,PR00003,CONT03825,Gate 2,Container Truck,18,79.6,20.6,Cancelled
TRK05451,DR01406,PR00006,CONT05400,Gate 1,Container Truck,11,50.5,13.8,Completed
TRK05452,DR05070,PR00003,CONT09202,Gate 4,Container Truck,10,36.0,37.9,Completed
TRK05453,DR03435,PR00001,CONT00347,Gate 3,Container Truck,17,69.8,30.1,Completed
TRK05454,DR01624,PR00003,CONT07886,Gate 5,Container Truck,9,65.0,21.1,Completed
TRK05455,DR00897,PR00001,CONT05288,Gate 1,Tanker,11,48.3,26.4,Completed
TRK05456,DR06485,PR00005,CONT07335,Gate 5,Trailer,22,69.3,21.7,Completed
TRK05457,DR06046,PR00007,CONT08255,Gate 3,Trailer,16,68.9,20.0,Completed
TRK05458,DR01508,PR00005,CONT04967,Gate 4,Trailer,17,32.3,13.7,Completed
TRK05459,DR07719,PR00005,CONT03443,Gate 3,Container Truck,17,89.1,26.8,Completed
TRK05460,DR04297,PR00006,CONT02079,Gate 1,Tanker,14,39.9,29.6,Completed
TRK05461,DR00854,PR00005,CONT01328,Gate 2,Trailer,8,70.4,22.7,Completed
TRK05462,DR03319,PR00004,CONT06044,Gate 3,Container Truck,14,73.7,22.0,Completed
TRK05463,DR04809,PR00005,CONT04775,Gate 2,Container Truck,18,49.2,10.8,Completed
TRK05464,DR06875,PR00003,CONT02157,Gate 1,Trailer,9,70.4,16.8,Completed
TRK05465,DR09225,PR00001,CONT08007,Gate 3,Trailer,14,80.9,31.1,Completed
TRK05466,DR05956,PR00005,CONT04579,Gate 2,Container Truck,16,59.5,31.5,Completed
TRK05467,DR04581,PR00005,CONT05432,Gate 5,Container Truck,18,69.3,19.9,Completed
TRK05468,DR08936,PR00002,CONT07537,Gate 1,Trailer,22,33.7,21.3,Completed
TRK05469,DR06138,PR00007,CONT07953,Gate 5,Trailer,12,59.3,21.6,Completed
TRK05470,DR01509,PR00001,CONT03010,Gate 5,Trailer,9,61.2,19.4,Completed
TRK05471,DR00594,PR00005,CONT07486,Gate 2,Container Truck,12,46.0,28.0,Cancelled
TRK05472,DR09988,PR00007,CONT06909,Gate 3,Container Truck,17,74.2,18.9,Completed
TRK05473,DR07161,PR00002,CONT06316,Gate 2,Trailer,14,55.0,28.3,Completed
TRK05474,DR09024,PR00007,CONT07446,Gate 1,Trailer,19,39.4,24.4,Cancelled
TRK05475,DR02787,PR00006,CONT07011,Gate 2,Trailer,7,76.8,24.3,Completed
TRK05476,DR01729,PR00005,CONT00306,Gate 5,Trailer,17,74.7,22.7,Completed
TRK05477,DR05179,PR00007,CONT07370,Gate 1,Container Truck,16,30.1,27.3,Completed
TRK05478,DR04655,PR00004,CONT03432,Gate 3,Tanker,16,60.4,25.1,Completed
TRK05479,DR03432,PR00003,CONT08045,Gate 1,Trailer,12,34.6,21.9,Completed
TRK05480,DR00371,PR00005,CONT08868,Gate 2,Trailer,22,56.1,25.2,Cancelled
TRK05481,DR07462,PR00003,CONT09358,Gate 2,Trailer,19,45.3,24.7,Completed
TRK05482,DR08703,PR00002,CONT00763,Gate 1,Tanker,11,47.8,23.9,Completed
TRK05483,DR05146,PR00001,CONT03280,Gate 2,Trailer,7,74.1,14.6,Completed
TRK05484,DR07577,PR00003,CONT03625,Gate 5,Container Truck,15,52.2,27.9,Completed
TRK05485,DR03174,PR00006,CONT05252,Gate 5,Container Truck,9,45.4,19.6,Cancelled
TRK05486,DR04463,PR00007,CONT03736,Gate 1,Container Truck,16,23.6,22.2,Completed
TRK05487,DR07760,PR00007,CONT02756,Gate 3,Trailer,16,90.3,37.0,Completed
TRK05488,DR04865,PR00002,CONT07313,Gate 5,Tanker,15,60.0,22.1,Completed
TRK05489,DR00783,PR00004,CONT02124,Gate 2,Container Truck,7,63.9,36.9,Completed
TRK05490,DR06045,PR00004,CONT07668,Gate 5,Container Truck,12,69.8,24.4,Completed
TRK05491,DR08085,PR00001,CONT04147,Gate 3,Trailer,11,81.9,31.2,Completed
TRK05492,DR00601,PR00004,CONT04147,Gate 4,Trailer,10,57.9,30.9,Cancelled
TRK05493,DR02651,PR00003,CONT02038,Gate 4,Trailer,12,50.1,15.4,Completed
TRK05494,DR06290,PR00007,CONT06764,Gate 2,Trailer,13,64.2,20.8,Completed
TRK05495,DR08042,PR00002,CONT06464,Gate 1,Trailer,12,48.6,14.8,Completed
TRK05496,DR09094,PR00006,CONT07311,Gate 1,Container Truck,11,51.2,32.9,Completed
TRK05497,DR07659,PR00006,CONT01676,Gate 5,Trailer,13,47.9,17.5,Completed
TRK05498,DR01295,PR00005,CONT05314,Gate 3,Trailer,14,65.6,33.3,Completed
TRK05499,DR01012,PR00002,CONT09156,Gate 2,Container Truck,21,57.5,28.0,Completed
TRK05500,DR01380,PR00002,CONT01146,Gate 1,Container Truck,10,47.8,10.9,Completed
TRK05501,DR00769,PR00007,CONT06634,Gate 1,Trailer,17,49.0,23.3,Completed
TRK05502,DR07982,PR00001,CONT08144,Gate 1,Container Truck,11,48.3,25.6,Cancelled
TRK05503,DR02224,PR00001,CONT06975,Gate 2,Trailer,6,58.5,21.8,Completed
TRK05504,DR07901,PR00007,CONT08540,Gate 1,Container Truck,22,54.1,8.4,Completed
TRK05505,DR08534,PR00005,CONT06057,Gate 5,Container Truck,21,30.5,21.5,Completed
TRK05506,DR04149,PR00005,CONT05337,Gate 1,Container Truck,12,34.8,27.2,Completed
TRK05507,DR01374,PR00001,CONT03934,Gate 2,Container Truck,12,69.3,21.4,Completed
TRK05508,DR00485,PR00003,CONT09795,Gate 5,Tanker,21,63.7,21.2,Completed
TRK05509,DR03657,PR00006,CONT08239,Gate 3,Tanker,6,68.9,40.1,Completed
TRK05510,DR07654,PR00002,CONT00034,Gate 4,Tanker,13,25.0,26.9,Completed
TRK05511,DR00285,PR00001,CONT09038,Gate 4,Trailer,10,19.6,22.6,Completed
TRK05512,DR01223,PR00001,CONT01620,Gate 5,Container Truck,17,40.3,12.9,Completed
TRK05513,DR09582,PR00004,CONT02656,Gate 4,Trailer,6,32.6,22.4,Completed
TRK05514,DR02259,PR00002,CONT09280,Gate 4,Tanker,11,56.8,16.6,Completed
TRK05515,DR09050,PR00006,CONT07750,Gate 3,Container Truck,12,60.3,27.2,Completed
TRK05516,DR00348,PR00002,CONT06786,Gate 3,Container Truck,9,83.3,26.1,Completed
TRK05517,DR03933,PR00001,CONT02907,Gate 1,Container Truck,17,52.0,29.7,Completed
TRK05518,DR02862,PR00007,CONT07863,Gate 1,Container Truck,14,42.1,22.7,Completed
TRK05519,DR03764,PR00007,CONT03864,Gate 1,Container Truck,8,60.3,30.3,Completed
TRK05520,DR04063,PR00005,CONT01422,Gate 4,Trailer,14,37.8,22.2,Cancelled
TRK05521,DR09990,PR00007,CONT01171,Gate 1,Container Truck,9,79.9,24.5,Completed
TRK05522,DR01708,PR00001,CONT06768,Gate 1,Tanker,14,23.5,26.5,Completed
TRK05523,DR07151,PR00003,CONT08629,Gate 2,Container Truck,15,59.4,23.5,Completed
TRK05524,DR05249,PR00002,CONT02790,Gate 5,Container Truck,15,42.3,24.9,Completed
TRK05525,DR08498,PR00003,CONT07361,Gate 4,Container Truck,15,40.7,23.6,Completed
TRK05526,DR04631,PR00006,CONT02871,Gate 5,Trailer,19,58.6,17.0,Cancelled
TRK05527,DR04039,PR00006,CONT04952,Gate 4,Container Truck,6,26.9,34.5,Completed
TRK05528,DR08560,PR00001,CONT04421,Gate 3,Container Truck,6,75.9,32.3,Completed
TRK05529,DR02734,PR00003,CONT08733,Gate 4,Trailer,6,39.7,19.2,Cancelled
TRK05530,DR01173,PR00007,CONT08900,Gate 1,Trailer,22,43.8,26.3,Completed
TRK05531,DR06997,PR00004,CONT03497,Gate 3,Container Truck,8,84.6,25.8,Completed
TRK05532,DR08115,PR00002,CONT09937,Gate 5,Container Truck,20,46.9,12.0,Completed
TRK05533,DR08086,PR00003,CONT01596,Gate 1,Trailer,9,47.6,18.4,Completed
TRK05534,DR03236,PR00002,CONT00431,Gate 5,Tanker,21,24.6,18.1,Completed
TRK05535,DR01405,PR00003,CONT04688,Gate 4,Trailer,10,44.7,20.4,Completed
TRK05536,DR05129,PR00003,CONT06969,Gate 4,Container Truck,8,33.3,8.4,Completed
TRK05537,DR01951,PR00003,CONT04905,Gate 3,Trailer,19,64.6,25.5,Completed
TRK05538,DR05143,PR00003,CONT00219,Gate 3,Trailer,15,67.6,16.7,Completed
TRK05539,DR09286,PR00003,CONT08542,Gate 4,Container Truck,10,30.9,19.3,Completed
TRK05540,DR04894,PR00001,CONT08734,Gate 4,Trailer,22,30.8,27.4,Completed
TRK05541,DR09454,PR00001,CONT09644,Gate 1,Container Truck,20,56.9,33.5,Completed
TRK05542,DR05059,PR00003,CONT05290,Gate 4,Container Truck,13,38.1,20.7,Completed
TRK05543,DR09402,PR00006,CONT07785,Gate 2,Trailer,6,66.9,20.6,Completed
TRK05544,DR02353,PR00006,CONT06696,Gate 4,Trailer,6,40.9,23.9,Completed
TRK05545,DR03349,PR00001,CONT04558,Gate 2,Container Truck,18,69.4,36.8,Completed
TRK05546,DR08892,PR00003,CONT01922,Gate 2,Tanker,21,60.4,30.9,Completed
TRK05547,DR03885,PR00004,CONT01761,Gate 2,Container Truck,9,75.0,12.8,Completed
TRK05548,DR02218,PR00003,CONT01101,Gate 3,Tanker,9,88.8,23.3,Completed
TRK05549,DR00188,PR00005,CONT07738,Gate 5,Trailer,10,58.6,23.7,Completed
TRK05550,DR02273,PR00007,CONT09714,Gate 5,Container Truck,11,74.8,21.5,Completed
TRK05551,DR08966,PR00001,CONT04325,Gate 1,Container Truck,18,56.2,9.5,Completed
TRK05552,DR06393,PR00003,CONT03778,Gate 2,Trailer,15,46.2,27.9,Completed
TRK05553,DR00671,PR00003,CONT00798,Gate 4,Container Truck,16,18.1,26.4,Completed
TRK05554,DR03674,PR00004,CONT08471,Gate 4,Container Truck,13,25.5,25.6,Completed
TRK05555,DR07165,PR00001,CONT07963,Gate 1,Trailer,9,46.6,22.5,Completed
TRK05556,DR03441,PR00004,CONT04060,Gate 1,Container Truck,22,43.9,8.0,Completed
TRK05557,DR00559,PR00001,CONT09956,Gate 3,Tanker,11,99.8,15.7,Delayed
TRK05558,DR01847,PR00005,CONT08804,Gate 4,Container Truck,11,18.2,13.4,Completed
TRK05559,DR09528,PR00004,CONT02868,Gate 5,Trailer,8,55.9,21.4,Completed
TRK05560,DR01157,PR00002,CONT03833,Gate 1,Tanker,11,69.7,11.4,Completed
TRK05561,DR04908,PR00007,CONT03090,Gate 2,Trailer,8,48.0,24.6,Completed
TRK05562,DR02973,PR00006,CONT06560,Gate 2,Tanker,20,81.8,19.2,Cancelled
TRK05563,DR08586,PR00003,CONT09862,Gate 4,Container Truck,12,35.6,22.2,Completed
TRK05564,DR07585,PR00007,CONT03313,Gate 4,Trailer,7,25.2,31.2,Completed
TRK05565,DR02717,PR00006,CONT02284,Gate 4,Trailer,10,59.6,13.5,Completed
TRK05566,DR06194,PR00001,CONT06726,Gate 3,Container Truck,18,78.4,28.3,Completed
TRK05567,DR08461,PR00004,CONT01240,Gate 3,Trailer,21,79.3,37.6,Completed
TRK05568,DR02492,PR00004,CONT08984,Gate 1,Trailer,20,49.2,19.8,Completed
TRK05569,DR08136,PR00004,CONT08172,Gate 1,Tanker,18,46.3,12.1,Completed
TRK05570,DR00392,PR00007,CONT01787,Gate 5,Container Truck,8,48.9,20.4,Completed
TRK05571,DR01895,PR00003,CONT08112,Gate 3,Tanker,7,61.6,33.7,Cancelled
TRK05572,DR07204,PR00001,CONT01132,Gate 2,Container Truck,6,67.5,17.7,Completed
TRK05573,DR05920,PR00003,CONT09717,Gate 2,Trailer,7,62.4,26.8,Completed
TRK05574,DR01575,PR00006,CONT04941,Gate 3,Trailer,16,69.3,14.4,Completed
TRK05575,DR08426,PR00002,CONT07694,Gate 1,Trailer,9,45.6,12.6,Completed
TRK05576,DR00779,PR00001,CONT06791,Gate 2,Trailer,10,70.1,24.1,Completed
TRK05577,DR02364,PR00002,CONT05630,Gate 1,Container Truck,11,54.4,20.0,Completed
TRK05578,DR06310,PR00005,CONT06909,Gate 5,Trailer,22,45.1,30.6,Completed
TRK05579,DR01804,PR00001,CONT04888,Gate 4,Container Truck,22,36.7,29.2,Completed
TRK05580,DR03170,PR00003,CONT03574,Gate 2,Container Truck,21,66.0,12.3,Completed
TRK05581,DR05471,PR00001,CONT08560,Gate 4,Tanker,19,39.7,16.7,Completed
TRK05582,DR05817,PR00003,CONT02639,Gate 3,Trailer,7,69.8,34.5,Completed
TRK05583,DR00114,PR00001,CONT09206,Gate 2,Container Truck,9,78.3,15.6,Completed
TRK05584,DR04173,PR00001,CONT00959,Gate 5,Container Truck,19,50.8,18.6,Completed
TRK05585,DR07172,PR00005,CONT04867,Gate 5,Trailer,17,70.0,14.8,Completed
TRK05586,DR05464,PR00001,CONT05678,Gate 5,Trailer,15,63.7,13.1,Completed
TRK05587,DR02447,PR00001,CONT03555,Gate 4,Trailer,6,19.7,18.2,Completed
TRK05588,DR02426,PR00004,CONT08355,Gate 4,Trailer,16,49.2,20.2,Completed
TRK05589,DR09973,PR00001,CONT05886,Gate 3,Container Truck,9,86.2,32.7,Completed
TRK05590,DR07866,PR00001,CONT08240,Gate 1,Trailer,9,45.8,25.9,Completed
TRK05591,DR07273,PR00003,CONT01737,Gate 3,Tanker,6,71.3,25.3,Completed
TRK05592,DR05421,PR00003,CONT03270,Gate 3,Tanker,11,97.3,35.5,Delayed
TRK05593,DR08783,PR00004,CONT05933,Gate 2,Trailer,8,82.8,24.0,Completed
TRK05594,DR01084,PR00007,CONT09776,Gate 1,Container Truck,22,30.1,16.8,Completed
TRK05595,DR02408,PR00003,CONT01868,Gate 2,Trailer,22,50.6,17.7,Completed
TRK05596,DR06336,PR00004,CONT04412,Gate 1,Container Truck,15,30.4,15.4,Completed
TRK05597,DR00327,PR00007,CONT08553,Gate 3,Container Truck,15,97.7,16.8,Delayed
TRK05598,DR07615,PR00003,CONT02389,Gate 5,Container Truck,8,89.8,26.6,Completed
TRK05599,DR00821,PR00006,CONT04106,Gate 5,Trailer,15,43.8,8.0,Completed
TRK05600,DR05133,PR00004,CONT05253,Gate 1,Tanker,20,62.8,34.4,Completed
TRK05601,DR05171,PR00004,CONT00123,Gate 5,Trailer,13,56.2,27.9,Completed
TRK05602,DR01933,PR00007,CONT00143,Gate 2,Container Truck,11,77.4,31.7,Cancelled
TRK05603,DR02043,PR00001,CONT04392,Gate 4,Container Truck,16,48.5,8.0,Completed
TRK05604,DR09511,PR00007,CONT01549,Gate 3,Container Truck,7,72.9,26.3,Completed
TRK05605,DR02655,PR00003,CONT09363,Gate 3,Tanker,13,54.1,29.1,Completed
TRK05606,DR02493,PR00004,CONT04160,Gate 2,Container Truck,8,67.4,25.4,Completed
TRK05607,DR05989,PR00003,CONT07431,Gate 4,Container Truck,6,40.5,16.5,Completed
TRK05608,DR07577,PR00002,CONT08678,Gate 2,Trailer,8,70.3,24.3,Completed
TRK05609,DR01333,PR00001,CONT00069,Gate 3,Container Truck,19,90.4,21.2,Completed
TRK05610,DR00653,PR00007,CONT09342,Gate 4,Container Truck,14,35.7,19.1,Completed
TRK05611,DR09085,PR00004,CONT02952,Gate 1,Container Truck,15,25.6,25.8,Completed
TRK05612,DR04624,PR00006,CONT09462,Gate 2,Trailer,17,73.7,21.1,Completed
TRK05613,DR07022,PR00002,CONT06394,Gate 5,Container Truck,7,54.9,26.9,Cancelled
TRK05614,DR05504,PR00002,CONT03627,Gate 2,Trailer,18,71.8,11.5,Cancelled
TRK05615,DR01294,PR00002,CONT03467,Gate 3,Container Truck,15,65.3,26.7,Completed
TRK05616,DR00241,PR00002,CONT03539,Gate 5,Container Truck,15,37.7,19.0,Completed
TRK05617,DR01947,PR00003,CONT04374,Gate 3,Trailer,14,84.7,30.4,Completed
TRK05618,DR01371,PR00007,CONT00476,Gate 2,Container Truck,10,80.7,30.5,Cancelled
TRK05619,DR05098,PR00006,CONT00055,Gate 4,Tanker,10,41.3,36.1,Completed
TRK05620,DR07842,PR00003,CONT06652,Gate 2,Container Truck,22,45.0,25.5,Completed
TRK05621,DR05864,PR00002,CONT02152,Gate 1,Trailer,22,50.9,31.6,Completed
TRK05622,DR00191,PR00004,CONT00827,Gate 2,Trailer,8,63.2,26.5,Cancelled
TRK05623,DR02641,PR00004,CONT04944,Gate 1,Container Truck,9,36.4,18.0,Completed
TRK05624,DR07490,PR00005,CONT06379,Gate 4,Container Truck,7,43.1,20.3,Completed
TRK05625,DR09894,PR00003,CONT03362,Gate 5,Container Truck,6,46.5,27.9,Completed
TRK05626,DR01509,PR00001,CONT03582,Gate 2,Trailer,7,77.4,27.5,Completed
TRK05627,DR05254,PR00001,CONT00465,Gate 5,Container Truck,10,67.7,25.9,Completed
TRK05628,DR03047,PR00007,CONT00378,Gate 3,Trailer,17,69.8,30.0,Completed
TRK05629,DR08775,PR00005,CONT02874,Gate 5,Container Truck,6,45.2,26.4,Completed
TRK05630,DR09490,PR00007,CONT05565,Gate 2,Trailer,16,58.0,24.1,Completed
TRK05631,DR06310,PR00002,CONT02088,Gate 4,Trailer,18,60.2,9.3,Completed
TRK05632,DR05494,PR00003,CONT00353,Gate 1,Container Truck,21,36.7,27.3,Completed
TRK05633,DR09361,PR00002,CONT05924,Gate 5,Container Truck,13,66.0,12.5,Completed
TRK05634,DR01427,PR00007,CONT00326,Gate 3,Trailer,12,71.4,33.5,Completed
TRK05635,DR02175,PR00002,CONT03904,Gate 5,Container Truck,17,58.1,15.8,Completed
TRK05636,DR09041,PR00005,CONT00779,Gate 3,Tanker,22,36.5,22.0,Completed
TRK05637,DR09302,PR00001,CONT00008,Gate 5,Tanker,7,49.5,16.0,Cancelled
TRK05638,DR03979,PR00001,CONT00712,Gate 4,Container Truck,17,33.8,24.5,Completed
TRK05639,DR05826,PR00001,CONT07786,Gate 4,Tanker,19,56.8,15.7,Completed
TRK05640,DR09591,PR00003,CONT09599,Gate 4,Trailer,20,73.6,27.8,Completed
TRK05641,DR03378,PR00006,CONT08564,Gate 2,Container Truck,20,82.7,8.0,Completed
TRK05642,DR03385,PR00007,CONT04004,Gate 3,Container Truck,14,81.0,22.8,Completed
TRK05643,DR00561,PR00004,CONT06612,Gate 5,Container Truck,16,55.8,27.1,Completed
TRK05644,DR01203,PR00003,CONT07052,Gate 1,Trailer,9,50.5,21.2,Completed
TRK05645,DR06682,PR00006,CONT01065,Gate 1,Trailer,10,57.9,29.4,Cancelled
TRK05646,DR01443,PR00001,CONT07541,Gate 3,Container Truck,13,60.2,27.4,Cancelled
TRK05647,DR06148,PR00006,CONT00664,Gate 4,Trailer,14,30.4,32.4,Completed
TRK05648,DR06376,PR00005,CONT01992,Gate 1,Trailer,21,36.8,28.1,Completed
TRK05649,DR00049,PR00003,CONT00004,Gate 2,Container Truck,15,48.4,17.6,Completed
TRK05650,DR09873,PR00001,CONT07050,Gate 4,Container Truck,16,40.2,26.5,Completed
TRK05651,DR03852,PR00002,CONT04718,Gate 2,Trailer,17,77.2,8.0,Completed
TRK05652,DR03894,PR00003,CONT01408,Gate 1,Container Truck,8,43.9,15.6,Completed
TRK05653,DR08318,PR00007,CONT01529,Gate 2,Trailer,9,64.6,25.2,Completed
TRK05654,DR04065,PR00004,CONT06679,Gate 3,Container Truck,7,78.1,30.4,Completed
TRK05655,DR05641,PR00003,CONT02188,Gate 1,Tanker,15,36.2,17.9,Completed
TRK05656,DR05114,PR00003,CONT07923,Gate 2,Tanker,15,54.6,20.4,Completed
TRK05657,DR02042,PR00005,CONT02562,Gate 4,Trailer,14,38.3,24.8,Completed
TRK05658,DR02751,PR00002,CONT04649,Gate 2,Container Truck,8,81.3,19.4,Completed
TRK05659,DR09741,PR00001,CONT03719,Gate 1,Container Truck,19,62.9,14.4,Completed
TRK05660,DR08489,PR00005,CONT08486,Gate 5,Trailer,15,47.1,26.6,Cancelled
TRK05661,DR08566,PR00002,CONT00584,Gate 3,Trailer,18,83.1,23.0,Completed
TRK05662,DR00040,PR00002,CONT05712,Gate 1,Container Truck,19,46.3,28.5,Completed
TRK05663,DR09151,PR00003,CONT02690,Gate 1,Trailer,9,48.0,28.2,Completed
TRK05664,DR04954,PR00002,CONT08048,Gate 1,Container Truck,8,67.4,29.3,Completed
TRK05665,DR01466,PR00007,CONT08315,Gate 4,Trailer,9,44.0,18.9,Completed
TRK05666,DR03332,PR00006,CONT00152,Gate 5,Container Truck,15,44.3,14.1,Completed
TRK05667,DR07730,PR00007,CONT01681,Gate 2,Container Truck,17,60.8,22.8,Completed
TRK05668,DR08112,PR00007,CONT08401,Gate 5,Trailer,7,51.9,22.3,Completed
TRK05669,DR06361,PR00002,CONT05097,Gate 5,Trailer,12,54.3,20.6,Completed
TRK05670,DR08592,PR00003,CONT00505,Gate 5,Trailer,10,53.1,19.7,Completed
TRK05671,DR07098,PR00005,CONT04337,Gate 3,Container Truck,7,66.1,28.4,Completed
TRK05672,DR04352,PR00001,CONT03559,Gate 3,Tanker,9,87.3,27.1,Cancelled
TRK05673,DR00361,PR00007,CONT02886,Gate 5,Trailer,8,51.4,23.4,Completed
TRK05674,DR07082,PR00001,CONT08491,Gate 2,Container Truck,13,47.9,16.6,Completed
TRK05675,DR04462,PR00003,CONT01325,Gate 5,Tanker,11,68.9,11.4,Completed
TRK05676,DR04743,PR00004,CONT09185,Gate 2,Container Truck,22,49.2,25.4,Completed
TRK05677,DR03335,PR00007,CONT04846,Gate 3,Trailer,15,61.4,30.8,Completed
TRK05678,DR05379,PR00004,CONT05455,Gate 3,Trailer,6,77.7,29.7,Completed
TRK05679,DR02412,PR00004,CONT00822,Gate 3,Trailer,17,99.1,30.4,Delayed
TRK05680,DR09260,PR00002,CONT02188,Gate 4,Trailer,6,8.0,34.0,Completed
TRK05681,DR03856,PR00004,CONT03469,Gate 3,Trailer,17,92.4,29.3,Completed
TRK05682,DR01080,PR00005,CONT08666,Gate 4,Trailer,16,36.1,22.5,Completed
TRK05683,DR04935,PR00003,CONT03121,Gate 5,Tanker,13,44.6,16.4,Completed
TRK05684,DR05933,PR00005,CONT08208,Gate 5,Container Truck,12,35.3,25.3,Completed
TRK05685,DR07696,PR00001,CONT09709,Gate 2,Container Truck,13,52.6,22.4,Cancelled
TRK05686,DR04850,PR00002,CONT08589,Gate 2,Container Truck,17,68.5,14.4,Completed
TRK05687,DR05682,PR00007,CONT02420,Gate 1,Trailer,10,61.0,21.0,Completed
TRK05688,DR06124,PR00002,CONT01467,Gate 1,Container Truck,14,29.8,28.6,Completed
TRK05689,DR03947,PR00004,CONT04379,Gate 1,Trailer,22,37.6,14.2,Completed
TRK05690,DR09198,PR00003,CONT04452,Gate 4,Container Truck,7,31.9,21.1,Completed
TRK05691,DR07803,PR00007,CONT03607,Gate 1,Container Truck,20,60.2,24.3,Completed
