Yard_Record_ID,Date_Record_ID,Port_Record_ID,Yard_ID,Capacity_TEUs,Occupied_TEUs,Available_TEUs,Utilization_Percentage,Inbound_Containers,Outbound_Containers,Long_Stay_Containers
YRD05780,DR03036,PR00006,Yard D,11000,8272,2728,75.2,231,251,46
YRD05781,DR05818,PR00005,Yard E,12500,12312,188,98.5,298,193,100
YRD05782,DR07370,PR00004,Yard C,13000,11388,1612,87.6,195,194,90
YRD05783,DR04534,PR00007,Yard B,12000,9480,2520,79.0,306,180,60
YRD05784,DR06364,PR00003,Yard B,12000,9444,2556,78.7,195,216,68
YRD05785,DR02609,PR00004,Yard E,12500,10975,1525,87.8,210,133,116
YRD05786,DR04452,PR00003,Yard D,11000,7359,3641,66.9,175,185,52
YRD05787,DR02664,PR00002,Yard A,14000,13790,210,98.5,341,350,84
YRD05788,DR02368,PR00002,Yard E,12500,11400,1100,91.2,210,146,89
YRD05789,DR06194,PR00007,Yard C,13000,11141,1859,85.7,236,194,55
YRD05790,DR06386,PR00003,Yard D,11000,7678,3322,69.8,206,247,62
YRD05791,DR00904,PR00005,Yard E,12500,11238,1262,89.9,254,277,83
YRD05792,DR01023,PR00004,Yard E,12500,11725,775,93.8,232,199,70
YRD05793,DR04050,PR00006,Yard A,14000,13496,504,96.4,282,188,61
YRD05794,DR09353,PR00005,Yard D,11000,6930,4070,63.0,222,233,40
YRD05795,DR02101,PR00001,Yard C,13000,11934,1066,91.8,272,332,84
YRD05796,DR01066,PR00002,Yard B,12000,9132,2868,76.1,211,201,33
YRD05797,DR03344,PR00005,Yard A,14000,13398,602,95.7,234,261,78
YRD05798,DR04288,PR00001,Yard B,12000,8916,3084,74.3,205,271,54
YRD05799,DR03812,PR00003,Yard B,12000,8424,3576,70.2,239,248,67
YRD05800,DR08754,PR00002,Yard B,12000,9228,2772,76.9,206,252,68
YRD05801,DR00118,PR00001,Yard C,13000,10153,2847,78.1,258,247,66
YRD05802,DR00944,PR00007,Yard B,12000,9336,2664,77.8,199,180,58
YRD05803,DR09658,PR00007,Yard E,12500,11112,1388,88.9,176,201,98
YRD05804,DR02891,PR00005,Yard A,14000,13300,700,95.0,220,223,90
YRD05805,DR02427,PR00002,Yard B,12000,8916,3084,74.3,202,225,36
YRD05806,DR03329,PR00007,Yard B,12000,9240,2760,77.0,288,206,81
YRD05807,DR08131,PR00004,Yard D,11000,7117,3883,64.7,305,173,53
YRD05808,DR05109,PR00007,Yard C,13000,11180,1820,86.0,278,328,86
YRD05809,DR06200,PR00001,Yard B,12000,8580,3420,71.5,267,190,86
YRD05810,DR02037,PR00001,Yard E,12500,11812,688,94.5,234,222,96
YRD05811,DR07073,PR00005,Yard B,12000,9300,2700,77.5,264,244,92
YRD05812,DR08061,PR00007,Yard B,12000,9252,2748,77.1,167,171,35
YRD05813,DR04560,PR00001,Yard A,14000,13314,686,95.1,204,197,104
YRD05814,DR08602,PR00002,Yard A,14000,13790,210,98.5,196,158,84
YRD05815,DR04015,PR00004,Yard E,12500,11362,1138,90.9,151,235,112
YRD05816,DR03915,PR00007,Yard D,11000,7898,3102,71.8,323,245,67
YRD05817,DR07773,PR00006,Yard D,11000,7403,3597,67.3,237,224,27
YRD05818,DR02480,PR00007,Yard E,12500,12175,325,97.4,242,312,95
YRD05819,DR09807,PR00005,Yard D,11000,7491,3509,68.1,177,160,40
YRD05820,DR04156,PR00006,Yard C,13000,11934,1066,91.8,244,203,80
YRD05821,DR08893,PR00003,Yard E,12500,11575,925,92.6,310,230,100
YRD05822,DR05493,PR00001,Yard A,14000,13790,210,98.5,260,253,93
YRD05823,DR00432,PR00005,Yard B,12000,8412,3588,70.1,280,147,43
YRD05824,DR00704,PR00004,Yard D,11000,7546,3454,68.6,179,235,31
YRD05825,DR00677,PR00003,Yard E,12500,11612,888,92.9,360,338,73
YRD05826,DR09603,PR00002,Yard B,12000,9756,2244,81.3,252,264,95
YRD05827,DR01667,PR00006,Yard C,13000,11466,1534,88.2,232,213,91
YRD05828,DR04704,PR00006,Yard D,11000,7986,3014,72.6,158,188,64
YRD05829,DR08547,PR00003,Yard B,12000,9132,2868,76.1,227,273,42
YRD05830,DR01052,PR00007,Yard C,13000,10842,2158,83.4,278,210,75
YRD05831,DR07139,PR00003,Yard C,13000,11518,1482,88.6,313,214,91
YRD05832,DR04289,PR00001,Yard E,12500,11050,1450,88.4,247,310,49
YRD05833,DR03629,PR00001,Yard A,14000,13790,210,98.5,285,272,78
YRD05834,DR02947,PR00003,Yard A,14000,13790,210,98.5,293,248,75
YRD05835,DR07272,PR00001,Yard A,14000,13580,420,97.0,289,275,94
YRD05836,DR06937,PR00005,Yard D,11000,7711,3289,70.1,242,194,43
YRD05837,DR08454,PR00006,Yard A,14000,13146,854,93.9,152,184,69
YRD05838,DR07002,PR00004,Yard B,12000,9264,2736,77.2,301,217,70
YRD05839,DR00712,PR00006,Yard E,12500,12250,250,98.0,295,232,73
YRD05840,DR09465,PR00007,Yard E,12500,11612,888,92.9,229,196,52
YRD05841,DR06310,PR00003,Yard C,13000,11453,1547,88.1,268,156,56
YRD05842,DR04275,PR00001,Yard A,14000,13496,504,96.4,311,190,107
YRD05843,DR07068,PR00002,Yard A,14000,13790,210,98.5,204,268,94
YRD05844,DR09959,PR00004,Yard A,14000,13790,210,98.5,193,303,88
YRD05845,DR08351,PR00003,Yard E,12500,12238,262,97.9,301,212,92
YRD05846,DR04337,PR00005,Yard B,12000,8652,3348,72.1,212,268,66
YRD05847,DR08009,PR00004,Yard B,12000,9420,2580,78.5,360,282,31
YRD05848,DR07660,PR00004,Yard E,12500,10962,1538,87.7,151,204,94
YRD05849,DR08808,PR00001,Yard C,13000,10296,2704,79.2,255,186,50
YRD05850,DR03159,PR00002,Yard D,11000,7458,3542,67.8,318,117,46
YRD05851,DR02875,PR00003,Yard B,12000,8652,3348,72.1,271,181,65
YRD05852,DR06700,PR00006,Yard B,12000,8796,3204,73.3,151,190,62
YRD05853,DR07143,PR00005,Yard A,14000,12796,1204,91.4,178,278,73
YRD05854,DR02273,PR00004,Yard E,12500,11888,612,95.1,254,283,43
YRD05855,DR01299,PR00005,Yard D,11000,7326,3674,66.6,289,236,46
YRD05856,DR05558,PR00003,Yard C,13000,12064,936,92.8,304,288,48
YRD05857,DR05868,PR00001,Yard C,13000,10569,2431,81.3,292,322,55
YRD05858,DR09499,PR00002,Yard B,12000,9168,2832,76.4,331,290,90
YRD05859,DR04826,PR00001,Yard B,12000,9264,2736,77.2,198,240,52
YRD05860,DR00612,PR00001,Yard E,12500,12188,312,97.5,184,238,76
YRD05861,DR00695,PR00002,Yard A,14000,13790,210,98.5,327,255,71
YRD05862,DR03042,PR00006,Yard E,12500,12062,438,96.5,236,288,109
YRD05863,DR04198,PR00001,Yard B,12000,9420,2580,78.5,246,301,67
YRD05864,DR08967,PR00001,Yard D,11000,7128,3872,64.8,270,258,51
YRD05865,DR00248,PR00001,Yard A,14000,13300,700,95.0,263,105,106
YRD05866,DR09093,PR00002,Yard C,13000,10686,2314,82.2,227,179,100
YRD05867,DR04204,PR00002,Yard B,12000,9456,2544,78.8,303,220,69
YRD05868,DR01656,PR00001,Yard A,14000,13790,210,98.5,303,128,72
YRD05869,DR00195,PR00002,Yard B,12000,9036,2964,75.3,336,306,40
YRD05870,DR04370,PR00007,Yard B,12000,9456,2544,78.8,329,330,81
YRD05871,DR06486,PR00002,Yard D,11000,8030,2970,73.0,302,276,59
YRD05872,DR03268,PR00002,Yard A,14000,13790,210,98.5,238,225,85
YRD05873,DR01511,PR00003,Yard E,12500,11900,600,95.2,215,208,70
YRD05874,DR00322,PR00002,Yard C,13000,11921,1079,91.7,246,190,80
YRD05875,DR07902,PR00004,Yard A,14000,13622,378,97.3,296,289,64
YRD05876,DR01632,PR00003,Yard B,12000,9072,2928,75.6,294,218,71
YRD05877,DR03436,PR00006,Yard B,12000,9576,2424,79.8,251,271,48
YRD05878,DR04160,PR00007,Yard B,12000,8628,3372,71.9,267,253,86
YRD05879,DR07150,PR00005,Yard B,12000,9576,2424,79.8,196,320,67
YRD05880,DR08270,PR00002,Yard D,11000,7997,3003,72.7,273,186,37
YRD05881,DR08332,PR00003,Yard A,14000,13790,210,98.5,284,267,54
YRD05882,DR02838,PR00002,Yard D,11000,7249,3751,65.9,286,300,59
YRD05883,DR09802,PR00006,Yard C,13000,11336,1664,87.2,300,312,67
YRD05884,DR06411,PR00001,Yard E,12500,11538,962,92.3,244,206,117
YRD05885,DR05956,PR00004,Yard C,13000,12090,910,93.0,224,161,88
YRD05886,DR05667,PR00002,Yard A,14000,13790,210,98.5,295,301,98
YRD05887,DR03777,PR00003,Yard C,13000,11414,1586,87.8,234,190,44
YRD05888,DR06591,PR00002,Yard B,12000,7956,4044,66.3,260,282,86
YRD05889,DR08970,PR00003,Yard C,13000,10946,2054,84.2,300,281,91
YRD05890,DR02168,PR00005,Yard D,11000,7689,3311,69.9,270,245,64
YRD05891,DR04537,PR00004,Yard C,13000,11752,1248,90.4,156,238,74
YRD05892,DR03849,PR00002,Yard B,12000,9792,2208,81.6,319,254,75
YRD05893,DR03814,PR00001,Yard C,13000,10491,2509,80.7,271,230,75
YRD05894,DR04615,PR00006,Yard A,14000,13790,210,98.5,333,202,125
YRD05895,DR08904,PR00003,Yard B,12000,9288,2712,77.4,286,179,66
YRD05896,DR07841,PR00004,Yard D,11000,7425,3575,67.5,268,231,76
YRD05897,DR07616,PR00003,Yard B,12000,8796,3204,73.3,177,230,25
YRD05898,DR09031,PR00004,Yard A,14000,13552,448,96.8,293,166,96
YRD05899,DR01443,PR00004,Yard C,13000,11765,1235,90.5,303,292,79
YRD05900,DR05166,PR00001,Yard E,12500,11388,1112,91.1,244,228,80
YRD05901,DR06172,PR00003,Yard E,12500,11662,838,93.3,254,226,59
YRD05902,DR08557,PR00003,Yard E,12500,10988,1512,87.9,172,173,128
YRD05903,DR04889,PR00001,Yard A,14000,13118,882,93.7,192,255,92
YRD05904,DR00213,PR00005,Yard D,11000,7623,3377,69.3,260,229,27
YRD05905,DR02003,PR00002,Yard C,13000,11466,1534,88.2,188,187,91
YRD05906,DR05814,PR00001,Yard D,11000,7403,3597,67.3,238,223,33
YRD05907,DR05735,PR00006,Yard E,12500,10738,1762,85.9,138,209,66
YRD05908,DR04748,PR00006,Yard D,11000,7678,3322,69.8,152,222,52
YRD05909,DR02985,PR00002,Yard B,12000,9324,2676,77.7,275,322,63
YRD05910,DR06395,PR00005,Yard A,14000,13398,602,95.7,243,168,108
YRD05911,DR04550,PR00001,Yard C,13000,11180,1820,86.0,253,242,83
YRD05912,DR04555,PR00005,Yard E,12500,10812,1688,86.5,257,173,71
YRD05913,DR03728,PR00003,Yard E,12500,11312,1188,90.5,245,139,57
YRD05914,DR02215,PR00006,Yard B,12000,8988,3012,74.9,255,203,61
YRD05915,DR02883,PR00003,Yard D,11000,7139,3861,64.9,239,212,72
YRD05916,DR00810,PR00002,Yard A,14000,13594,406,97.1,299,259,110
YRD05917,DR01511,PR00006,Yard B,12000,8760,3240,73.0,255,164,69
YRD05918,DR02258,PR00001,Yard C,13000,10309,2691,79.3,247,280,57
YRD05919,DR04518,PR00001,Yard D,11000,7414,3586,67.4,283,285,29
YRD05920,DR09352,PR00003,Yard D,11000,8459,2541,76.9,354,260,17
YRD05921,DR08614,PR00004,Yard A,14000,13104,896,93.6,337,232,100
YRD05922,DR05778,PR00001,Yard C,13000,11674,1326,89.8,198,291,101
YRD05923,DR01605,PR00004,Yard A,14000,13790,210,98.5,256,202,76
YRD05924,DR00523,PR00003,Yard A,14000,13762,238,98.3,258,269,96
YRD05925,DR00409,PR00004,Yard D,11000,7678,3322,69.8,360,258,31
YRD05926,DR07460,PR00007,Yard D,11000,7139,3861,64.9,276,295,77
YRD05927,DR00003,PR00003,Yard E,12500,11950,550,95.6,273,299,72
YRD05928,DR07507,PR00004,Yard A,14000,13790,210,98.5,219,248,94
YRD05929,DR00768,PR00003,Yard A,14000,13790,210,98.5,337,345,63
YRD05930,DR06610,PR00001,Yard A,14000,13776,224,98.4,228,253,76
YRD05931,DR06365,PR00006,Yard A,14000,13426,574,95.9,262,255,91
YRD05932,DR01785,PR00006,Yard B,12000,8844,3156,73.7,190,239,37
YRD05933,DR08315,PR00006,Yard D,11000,7128,3872,64.8,142,269,45
YRD05934,DR06464,PR00007,Yard A,14000,13720,280,98.0,287,291,82
YRD05935,DR02219,PR00003,Yard A,14000,12362,1638,88.3,220,226,99
YRD05936,DR06372,PR00004,Yard C,13000,11674,1326,89.8,248,212,96
YRD05937,DR06837,PR00001,Yard E,12500,12312,188,98.5,231,256,126
YRD05938,DR00563,PR00007,Yard D,11000,7183,3817,65.3,302,214,63
YRD05939,DR03675,PR00004,Yard D,11000,8063,2937,73.3,119,208,65
YRD05940,DR06875,PR00002,Yard E,12500,11325,1175,90.6,295,231,110
YRD05941,DR04365,PR00006,Yard C,13000,10894,2106,83.8,240,224,60
YRD05942,DR03667,PR00004,Yard C,13000,10894,2106,83.8,213,245,71
YRD05943,DR08888,PR00007,Yard E,12500,11362,1138,90.9,175,169,77
YRD05944,DR09710,PR00005,Yard B,12000,9468,2532,78.9,231,188,40
YRD05945,DR07450,PR00006,Yard C,13000,11596,1404,89.2,168,182,93
YRD05946,DR03060,PR00004,Yard E,12500,11888,612,95.1,319,339,86
YRD05947,DR04413,PR00003,Yard E,12500,12050,450,96.4,273,263,108
YRD05948,DR06202,PR00005,Yard D,11000,7590,3410,69.0,320,263,60
YRD05949,DR00773,PR00001,Yard E,12500,11562,938,92.5,260,349,69
YRD05950,DR04501,PR00001,Yard D,11000,7634,3366,69.4,180,168,68
YRD05951,DR08674,PR00007,Yard A,14000,13790,210,98.5,313,184,93
YRD05952,DR04304,PR00007,Yard C,13000,11310,1690,87.0,302,210,71
YRD05953,DR03641,PR00007,Yard A,14000,13790,210,98.5,265,294,94
YRD05954,DR09608,PR00001,Yard A,14000,13790,210,98.5,272,187,84
YRD05955,DR07245,PR00002,Yard E,12500,11538,962,92.3,281,198,70
YRD05956,DR03787,PR00007,Yard D,11000,7722,3278,70.2,156,227,73
YRD05957,DR04807,PR00001,Yard D,11000,8195,2805,74.5,268,277,74
YRD05958,DR04559,PR00003,Yard E,12500,11262,1238,90.1,284,298,79
YRD05959,DR02635,PR00002,Yard E,12500,11512,988,92.1,288,218,96
YRD05960,DR01363,PR00006,Yard C,13000,10959,2041,84.3,185,249,44
YRD05961,DR09595,PR00003,Yard A,14000,13188,812,94.2,215,213,90
YRD05962,DR07159,PR00002,Yard D,11000,8184,2816,74.4,213,209,51
YRD05963,DR05176,PR00003,Yard D,11000,7315,3685,66.5,256,240,42
YRD05964,DR09146,PR00001,Yard B,12000,7608,4392,63.4,242,190,39
YRD05965,DR06181,PR00005,Yard C,13000,10790,2210,83.0,181,233,54
YRD05966,DR05108,PR00004,Yard A,14000,13790,210,98.5,253,209,95
YRD05967,DR02905,PR00004,Yard B,12000,8052,3948,67.1,275,264,34
YRD05968,DR02218,PR00003,Yard B,12000,10656,1344,88.8,329,204,84
YRD05969,DR06411,PR00002,Yard A,14000,13776,224,98.4,262,336,115
YRD05970,DR01173,PR00001,Yard D,11000,7227,3773,65.7,206,237,41
YRD05971,DR02825,PR00007,Yard A,14000,13608,392,97.2,303,298,94
YRD05972,DR00334,PR00003,Yard E,12500,11638,862,93.1,304,251,82
YRD05973,DR07825,PR00003,Yard C,13000,11050,1950,85.0,251,226,89
YRD05974,DR00342,PR00003,Yard A,14000,13790,210,98.5,213,250,90
YRD05975,DR03425,PR00007,Yard D,11000,7678,3322,69.8,316,283,68
YRD05976,DR02634,PR00006,Yard A,14000,13692,308,97.8,272,210,107
YRD05977,DR03145,PR00001,Yard E,12500,12050,450,96.4,343,252,79
YRD05978,DR00343,PR00004,Yard E,12500,11112,1388,88.9,270,188,49
YRD05979,DR05059,PR00003,Yard C,13000,11258,1742,86.6,203,286,63
YRD05980,DR05224,PR00006,Yard B,12000,9408,2592,78.4,211,251,60
YRD05981,DR09227,PR00007,Yard B,12000,9024,2976,75.2,235,198,69
YRD05982,DR01050,PR00005,Yard D,11000,8195,2805,74.5,242,196,47
YRD05983,DR09680,PR00006,Yard B,12000,9336,2664,77.8,245,220,87
YRD05984,DR08275,PR00003,Yard E,12500,12000,500,96.0,219,256,54
YRD05985,DR05224,PR00003,Yard D,11000,7260,3740,66.0,194,206,53
YRD05986,DR07400,PR00004,Yard E,12500,11450,1050,91.6,169,184,83
YRD05987,DR05069,PR00005,Yard C,13000,11544,1456,88.8,127,252,79
YRD05988,DR05392,PR00002,Yard D,11000,7183,3817,65.3,222,248,57
YRD05989,DR07276,PR00003,Yard D,11000,7964,3036,72.4,246,204,67
YRD05990,DR09450,PR00001,Yard E,12500,10588,1912,84.7,193,242,83
YRD05991,DR04661,PR00002,Yard D,11000,7447,3553,67.7,252,237,58
YRD05992,DR06702,PR00006,Yard E,12500,11675,825,93.4,319,247,117
YRD05993,DR01969,PR00001,Yard A,14000,13664,336,97.6,280,243,93
YRD05994,DR03857,PR00006,Yard B,12000,8964,3036,74.7,228,280,31
YRD05995,DR01421,PR00003,Yard C,13000,11011,1989,84.7,182,201,42
YRD05996,DR01969,PR00004,Yard C,13000,11921,1079,91.7,295,322,86
YRD05997,DR07117,PR00007,Yard B,12000,9108,2892,75.9,211,244,50
YRD05998,DR01177,PR00006,Yard D,11000,7513,3487,68.3,228,276,55
YRD05999,DR01508,PR00006,Yard E,12500,11475,1025,91.8,198,236,82
YRD06000,DR01632,PR00002,Yard C,13000,11245,1755,86.5,285,268,75
YRD06001,DR03219,PR00003,Yard C,13000,11856,1144,91.2,296,251,117
YRD06002,DR01112,PR00005,Yard D,11000,7447,3553,67.7,257,224,47
YRD06003,DR03383,PR00005,Yard C,13000,12233,767,94.1,187,251,72
YRD06004,DR08370,PR00006,Yard C,13000,10777,2223,82.9,320,269,86
YRD06005,DR01898,PR00005,Yard B,12000,8700,3300,72.5,296,292,52
YRD06006,DR03677,PR00002,Yard D,11000,7964,3036,72.4,265,248,37
YRD06007,DR07228,PR00002,Yard E,12500,11588,912,92.7,254,217,89
YRD06008,DR03940,PR00007,Yard E,12500,11288,1212,90.3,191,248,80
YRD06009,DR06605,PR00004,Yard B,12000,9444,2556,78.7,202,218,41
YRD06010,DR00292,PR00005,Yard C,13000,11011,1989,84.7,234,320,80
YRD06011,DR01759,PR00004,Yard E,12500,11325,1175,90.6,256,225,114
YRD06012,DR03708,PR00007,Yard A,14000,13790,210,98.5,274,233,117
YRD06013,DR03170,PR00006,Yard E,12500,11162,1338,89.3,272,242,55
YRD06014,DR04540,PR00002,Yard D,11000,7502,3498,68.2,205,142,62
YRD06015,DR03519,PR00006,Yard C,13000,11453,1547,88.1,217,223,56
YRD06016,DR04150,PR00002,Yard E,12500,11288,1212,90.3,191,350,56
YRD06017,DR05684,PR00003,Yard E,12500,10762,1738,86.1,302,266,76
YRD06018,DR09974,PR00006,Yard E,12500,11425,1075,91.4,195,246,92
YRD06019,DR08058,PR00002,Yard D,11000,8360,2640,76.0,263,196,79
YRD06020,DR05719,PR00002,Yard E,12500,11362,1138,90.9,169,219,85
YRD06021,DR00137,PR00004,Yard D,11000,7799,3201,70.9,204,284,86
YRD06022,DR03942,PR00007,Yard E,12500,11638,862,93.1,329,248,101
YRD06023,DR05447,PR00001,Yard E,12500,10875,1625,87.0,233,227,74
YRD06024,DR07175,PR00005,Yard D,11000,7898,3102,71.8,246,280,63
YRD06025,DR04893,PR00003,Yard C,13000,11414,1586,87.8,261,176,50
YRD06026,DR01712,PR00003,Yard A,14000,13790,210,98.5,298,250,95
YRD06027,DR08859,PR00005,Yard C,13000,10270,2730,79.0,353,189,46
YRD06028,DR01039,PR00004,Yard B,12000,8832,3168,73.6,262,199,73
YRD06029,DR06135,PR00006,Yard A,14000,13790,210,98.5,224,314,91
YRD06030,DR03199,PR00005,Yard D,11000,7491,3509,68.1,192,189,75
YRD06031,DR04085,PR00007,Yard E,12500,11875,625,95.0,260,248,77
YRD06032,DR06241,PR00006,Yard B,12000,9132,2868,76.1,301,273,74
YRD06033,DR07325,PR00001,Yard D,11000,7744,3256,70.4,263,254,46
YRD06034,DR09408,PR00005,Yard A,14000,13426,574,95.9,240,168,70
YRD06035,DR00571,PR00004,Yard A,14000,13510,490,96.5,229,184,109
YRD06036,DR04676,PR00001,Yard A,14000,13356,644,95.4,320,214,110
YRD06037,DR05565,PR00004,Yard A,14000,13776,224,98.4,289,296,98
YRD06038,DR03099,PR00005,Yard C,13000,11206,1794,86.2,221,237,59
YRD06039,DR01991,PR00001,Yard A,14000,13762,238,98.3,292,291,115
YRD06040,DR02411,PR00003,Yard C,13000,11622,1378,89.4,250,206,68
YRD06041,DR06334,PR00004,Yard B,12000,9864,2136,82.2,231,212,105
YRD06042,DR05664,PR00003,Yard B,12000,8712,3288,72.6,290,261,41
YRD06043,DR05841,PR00006,Yard D,11000,8239,2761,74.9,278,168,61
YRD06044,DR08711,PR00001,Yard D,11000,6787,4213,61.7,288,209,33
YRD06045,DR03076,PR00005,Yard D,11000,6996,4004,63.6,142,222,17
YRD06046,DR06837,PR00005,Yard A,14000,13188,812,94.2,178,183,95
YRD06047,DR04678,PR00003,Yard D,11000,7293,3707,66.3,241,272,43
YRD06048,DR05885,PR00003,Yard D,11000,7161,3839,65.1,190,185,69
YRD06049,DR00259,PR00001,Yard A,14000,13790,210,98.5,247,129,78
YRD06050,DR01645,PR00001,Yard D,11000,6666,4334,60.6,207,213,36
YRD06051,DR05382,PR00003,Yard A,14000,13258,742,94.7,154,225,111
YRD06052,DR01223,PR00002,Yard A,14000,13356,644,95.4,293,263,104
YRD06053,DR04681,PR00006,Yard B,12000,8412,3588,70.1,240,237,71
YRD06054,DR09589,PR00004,Yard E,12500,11488,1012,91.9,328,256,106
YRD06055,DR08601,PR00001,Yard A,14000,13790,210,98.5,191,294,96
YRD06056,DR06688,PR00002,Yard C,13000,11895,1105,91.5,284,211,69
YRD06057,DR08010,PR00006,Yard A,14000,13790,210,98.5,232,211,108
YRD06058,DR03372,PR00002,Yard B,12000,9312,2688,77.6,331,205,49
YRD06059,DR05559,PR00005,Yard B,12000,8880,3120,74.0,260,254,26
YRD06060,DR07147,PR00001,Yard E,12500,11862,638,94.9,320,177,66
YRD06061,DR08149,PR00007,Yard A,14000,13608,392,97.2,227,246,132
YRD06062,DR04109,PR00003,Yard C,13000,10959,2041,84.3,279,184,100
YRD06063,DR02670,PR00003,Yard E,12500,11362,1138,90.9,221,184,75
YRD06064,DR03656,PR00004,Yard B,12000,8772,3228,73.1,254,246,47
YRD06065,DR03805,PR00003,Yard A,14000,13790,210,98.5,262,172,77
YRD06066,DR05684,PR00005,Yard D,11000,7513,3487,68.3,271,236,70
YRD06067,DR06188,PR00001,Yard A,14000,13790,210,98.5,206,236,90
YRD06068,DR00386,PR00001,Yard B,12000,8844,3156,73.7,288,247,31
YRD06069,DR09389,PR00001,Yard D,11000,7238,3762,65.8,265,215,78
YRD06070,DR09684,PR00004,Yard B,12000,9132,2868,76.1,313,208,51
YRD06071,DR03634,PR00006,Yard D,11000,7436,3564,67.6,284,207,62
YRD06072,DR07166,PR00001,Yard C,13000,10907,2093,83.9,283,260,85
YRD06073,DR03791,PR00006,Yard B,12000,10488,1512,87.4,281,240,81
YRD06074,DR04944,PR00006,Yard A,14000,13636,364,97.4,226,293,88
YRD06075,DR07910,PR00001,Yard D,11000,7051,3949,64.1,227,219,82
YRD06076,DR05727,PR00001,Yard A,14000,13790,210,98.5,220,284,102
YRD06077,DR01731,PR00002,Yard C,13000,11557,1443,88.9,266,243,95
YRD06078,DR07560,PR00001,Yard B,12000,9648,2352,80.4,210,324,40
YRD06079,DR00030,PR00005,Yard C,13000,11050,1950,85.0,222,254,45
YRD06080,DR05937,PR00003,Yard B,12000,8736,3264,72.8,197,127,40
YRD06081,DR02007,PR00003,Yard B,12000,8688,3312,72.4,198,265,42
YRD06082,DR05199,PR00005,Yard D,11000,7315,3685,66.5,329,234,81
YRD06083,DR02659,PR00002,Yard B,12000,9192,2808,76.6,326,267,43
YRD06084,DR02090,PR00006,Yard C,13000,11960,1040,92.0,274,267,80
YRD06085,DR03948,PR00004,Yard E,12500,12262,238,98.1,242,266,70
YRD06086,DR04364,PR00002,Yard A,14000,13048,952,93.2,287,274,120
YRD06087,DR05915,PR00003,Yard E,12500,12012,488,96.1,267,242,77
YRD06088,DR06922,PR00002,Yard C,13000,11141,1859,85.7,264,214,72
YRD06089,DR03173,PR00007,Yard B,12000,9300,2700,77.5,329,279,78
YRD06090,DR05341,PR00003,Yard D,11000,7128,3872,64.8,238,182,59
YRD06091,DR04187,PR00006,Yard E,12500,11388,1112,91.1,255,206,64
YRD06092,DR03165,PR00007,Yard B,12000,8244,3756,68.7,198,197,47
YRD06093,DR05992,PR00003,Yard C,13000,11830,1170,91.0,205,278,71
YRD06094,DR08704,PR00005,Yard A,14000,13146,854,93.9,196,235,99
YRD06095,DR07878,PR00004,Yard C,13000,11505,1495,88.5,261,157,73
YRD06096,DR01355,PR00001,Yard E,12500,11950,550,95.6,360,334,94
YRD06097,DR07805,PR00007,Yard C,13000,10348,2652,79.6,122,226,101
YRD06098,DR09052,PR00003,Yard C,13000,11960,1040,92.0,233,236,104
YRD06099,DR06394,PR00006,Yard C,13000,11557,1443,88.9,256,321,73
YRD06100,DR02781,PR00004,Yard B,12000,9588,2412,79.9,235,184,72
YRD06101,DR09580,PR00001,Yard B,12000,8796,3204,73.3,252,268,66
YRD06102,DR04079,PR00003,Yard A,14000,13790,210,98.5,360,276,90
YRD06103,DR08774,PR00001,Yard D,11000,7326,3674,66.6,166,265,28
YRD06104,DR06299,PR00001,Yard D,11000,7249,3751,65.9,218,227,77
YRD06105,DR01762,PR00005,Yard B,12000,9576,2424,79.8,241,218,36
YRD06106,DR02186,PR00001,Yard B,12000,8820,3180,73.5,228,173,47
YRD06107,DR08136,PR00007,Yard C,13000,10972,2028,84.4,140,180,55
YRD06108,DR06563,PR00003,Yard B,12000,8484,3516,70.7,287,197,77
YRD06109,DR05270,PR00003,Yard C,13000,11401,1599,87.7,258,262,63
YRD06110,DR07126,PR00002,Yard E,12500,11225,1275,89.8,237,248,59
YRD06111,DR04018,PR00001,Yard D,11000,7117,3883,64.7,229,133,35
YRD06112,DR01916,PR00004,Yard A,14000,12712,1288,90.8,246,179,58
YRD06113,DR00262,PR00002,Yard A,14000,13468,532,96.2,331,196,83
YRD06114,DR01067,PR00004,Yard A,14000,13650,350,97.5,249,274,112
YRD06115,DR05592,PR00004,Yard D,11000,7183,3817,65.3,204,249,45
YRD06116,DR02590,PR00002,Yard D,11000,6776,4224,61.6,130,231,45
YRD06117,DR06381,PR00003,Yard B,12000,8952,3048,74.6,191,250,77
YRD06118,DR09835,PR00002,Yard C,13000,11648,1352,89.6,311,186,85
YRD06119,DR05553,PR00002,Yard E,12500,11825,675,94.6,254,218,76
YRD06120,DR09387,PR00005,Yard A,14000,13790,210,98.5,200,269,89
YRD06121,DR08079,PR00001,Yard E,12500,11588,912,92.7,289,252,66
YRD06122,DR05606,PR00002,Yard A,14000,13790,210,98.5,226,205,57
YRD06123,DR07260,PR00003,Yard C,13000,10855,2145,83.5,276,265,61
YRD06124,DR07622,PR00003,Yard C,13000,10348,2652,79.6,211,246,50
YRD06125,DR05990,PR00007,Yard E,12500,12312,188,98.5,307,253,98
YRD06126,DR06183,PR00006,Yard D,11000,7755,3245,70.5,204,216,34
YRD06127,DR09707,PR00005,Yard D,11000,8426,2574,76.6,273,259,60
YRD06128,DR09866,PR00003,Yard A,14000,13412,588,95.8,276,261,88
YRD06129,DR08282,PR00003,Yard E,12500,11325,1175,90.6,219,208,96
