Container_ID,Container_Type,Size,Cargo_Category,Import_Export,Cargo_Weight_Tons,Hazardous
CONT05982,Reefer,40FT,Textiles,Export,17.48,No
CONT05983,Open Top,20FT,Electronics,Import,24.68,No
CONT05984,Tank,45FT,Textiles,Export,12.41,No
CONT05985,Dry,40FT,Electronics,Import,20.68,Yes
CONT05986,Reefer,20FT,Textiles,Export,13.15,No
CONT05987,Open Top,45FT,Electronics,Import,5.07,No
CONT05988,Tank,40FT,Textiles,Export,13.45,No
CONT05989,Dry,20FT,Electronics,Import,27.75,No
CONT05990,Reefer,45FT,Textiles,Export,16.08,Yes
CONT05991,Open Top,40FT,Electronics,Import,6.71,No
CONT05992,Tank,20FT,Textiles,Export,21.2,No
CONT05993,Dry,45FT,Electronics,Import,28.08,No
CONT05994,Reefer,40FT,Textiles,Export,26.7,No
CONT05995,Open Top,20FT,Electronics,Import,18.3,Yes
CONT05996,Tank,45FT,Textiles,Export,13.41,No
CONT05997,Dry,40FT,Electronics,Import,18.52,No
CONT05998,Reefer,20FT,Textiles,Export,24.4,No
CONT05999,Open Top,45FT,Electronics,Import,25.53,No
CONT06000,Tank,40FT,Textiles,Export,24.47,Yes
CONT06001,Dry,20FT,Electronics,Import,15.39,No
CONT06002,Reefer,45FT,Textiles,Export,6.97,No
CONT06003,Open Top,40FT,Electronics,Import,18.23,No
CONT06004,Tank,20FT,Textiles,Export,7.91,No
CONT06005,Dry,45FT,Electronics,Import,5.52,Yes
CONT06006,Reefer,40FT,Textiles,Export,16.47,No
CONT06007,Open Top,20FT,Electronics,Import,20.38,No
CONT06008,Tank,45FT,Textiles,Export,25.35,No
CONT06009,Dry,40FT,Electronics,Import,23.57,No
CONT06010,Reefer,20FT,Textiles,Export,25.43,Yes
CONT06011,Open Top,45FT,Electronics,Import,23.0,No
CONT06012,Tank,40FT,Textiles,Export,21.58,No
CONT06013,Dry,20FT,Electronics,Import,4.25,No
CONT06014,Reefer,45FT,Textiles,Export,19.65,No
CONT06015,Open Top,40FT,Electronics,Import,7.01,Yes
CONT06016,Tank,20FT,Textiles,Export,5.47,No
CONT06017,Dry,45FT,Electronics,Import,7.91,No
CONT06018,Reefer,40FT,Textiles,Export,24.58,No
CONT06019,Open Top,20FT,Electronics,Import,22.6,No
CONT06020,Tank,45FT,Textiles,Export,27.72,Yes
CONT06021,Dry,40FT,Electronics,Import,28.47,No
CONT06022,Reefer,20FT,Textiles,Export,26.33,No
CONT06023,Open Top,45FT,Electronics,Import,7.32,No
CONT06024,Tank,40FT,Textiles,Export,25.96,No
CONT06025,Dry,20FT,Electronics,Import,24.97,Yes
CONT06026,Reefer,45FT,Textiles,Export,25.78,No
CONT06027,Open Top,40FT,Electronics,Import,7.79,No
CONT06028,Tank,20FT,Textiles,Export,6.92,No
CONT06029,Dry,45FT,Electronics,Import,27.1,No
CONT06030,Reefer,40FT,Textiles,Export,8.35,Yes
CONT06031,Open Top,20FT,Electronics,Import,13.22,No
CONT06032,Tank,45FT,Textiles,Export,15.4,No
CONT06033,Dry,40FT,Electronics,Import,7.11,No
CONT06034,Reefer,20FT,Textiles,Export,4.52,No
CONT06035,Open Top,45FT,Electronics,Import,28.85,Yes
CONT06036,Tank,40FT,Textiles,Export,25.92,No
CONT06037,Dry,20FT,Electronics,Import,26.81,No
CONT06038,Reefer,45FT,Textiles,Export,11.11,No
CONT06039,Open Top,40FT,Electronics,Import,9.5,No
CONT06040,Tank,20FT,Textiles,Export,14.65,Yes
CONT06041,Dry,45FT,Electronics,Import,15.33,No
CONT06042,Reefer,40FT,Textiles,Export,4.14,No
CONT06043,Open Top,20FT,Electronics,Import,23.48,No
CONT06044,Tank,45FT,Textiles,Export,28.92,No
CONT06045,Dry,40FT,Electronics,Import,17.22,Yes
CONT06046,Reefer,20FT,Textiles,Export,13.71,No
CONT06047,Open Top,45FT,Electronics,Import,13.82,No
CONT06048,Tank,40FT,Textiles,Export,6.4,No
CONT06049,Dry,20FT,Electronics,Import,10.65,No
CONT06050,Reefer,45FT,Textiles,Export,16.55,Yes
CONT06051,Open Top,40FT,Electronics,Import,14.8,No
CONT06052,Tank,20FT,Textiles,Export,17.63,No
CONT06053,Dry,45FT,Electronics,Import,25.23,No
CONT06054,Reefer,40FT,Textiles,Export,9.63,No
CONT06055,Open Top,20FT,Electronics,Import,4.69,Yes
CONT06056,Tank,45FT,Textiles,Export,4.96,No
CONT06057,Dry,40FT,Electronics,Import,7.35,No
CONT06058,Reefer,20FT,Textiles,Export,18.26,No
CONT06059,Open Top,45FT,Electronics,Import,24.2,No
CONT06060,Tank,40FT,Textiles,Export,26.17,Yes
CONT06061,Dry,20FT,Electronics,Import,19.88,No
CONT06062,Reefer,45FT,Textiles,Export,14.08,No
CONT06063,Open Top,40FT,Electronics,Import,7.86,No
CONT06064,Tank,20FT,Textiles,Export,14.04,No
CONT06065,Dry,45FT,Electronics,Import,12.31,Yes
CONT06066,Reefer,40FT,Textiles,Export,25.75,No
CONT06067,Open Top,20FT,Electronics,Import,16.17,No
CONT06068,Tank,45FT,Textiles,Export,9.65,No
CONT06069,Dry,40FT,Electronics,Import,11.22,No
CONT06070,Reefer,20FT,Textiles,Export,7.41,Yes
CONT06071,Open Top,45FT,Electronics,Import,26.96,No
CONT06072,Tank,40FT,Textiles,Export,5.26,No
CONT06073,Dry,20FT,Electronics,Import,4.32,No
CONT06074,Reefer,45FT,Textiles,Export,8.57,No
CONT06075,Open Top,40FT,Electronics,Import,24.27,Yes
CONT06076,Tank,20FT,Textiles,Export,17.09,No
CONT06077,Dry,45FT,Electronics,Import,19.65,No
CONT06078,Reefer,40FT,Textiles,Export,12.94,No
CONT06079,Open Top,20FT,Electronics,Import,5.72,No
CONT06080,Tank,45FT,Textiles,Export,25.4,Yes
CONT06081,Dry,40FT,Electronics,Import,8.8,No
CONT06082,Reefer,20FT,Textiles,Export,4.83,No
CONT06083,Open Top,45FT,Electronics,Import,18.32,No
CONT06084,Tank,40FT,Textiles,Export,6.08,No
CONT06085,Dry,20FT,Electronics,Import,6.39,Yes
CONT06086,Reefer,45FT,Textiles,Export,24.01,No
CONT06087,Open Top,40FT,Electronics,Import,16.29,No
CONT06088,Tank,20FT,Textiles,Export,10.04,No
CONT06089,Dry,45FT,Electronics,Import,12.72,No
CONT06090,Reefer,40FT,Textiles,Export,22.23,Yes
CONT06091,Open Top,20FT,Electronics,Import,5.66,No
CONT06092,Tank,45FT,Textiles,Export,6.91,No
CONT06093,Dry,40FT,Electronics,Import,19.41,No
CONT06094,Reefer,20FT,Textiles,Export,19.17,No
CONT06095,Open Top,45FT,Electronics,Import,28.31,Yes
CONT06096,Tank,40FT,Textiles,Export,13.36,No
CONT06097,Dry,20FT,Electronics,Import,5.63,No
CONT06098,Reefer,45FT,Textiles,Export,17.44,No
CONT06099,Open Top,40FT,Electronics,Import,19.96,No
CONT06100,Tank,20FT,Textiles,Export,7.49,Yes
CONT06101,Dry,45FT,Electronics,Import,17.82,No
CONT06102,Reefer,40FT,Textiles,Export,8.94,No
CONT06103,Open Top,20FT,Electronics,Import,25.12,No
CONT06104,Tank,45FT,Textiles,Export,24.88,No
CONT06105,Dry,40FT,Electronics,Import,14.74,Yes
CONT06106,Reefer,20FT,Textiles,Export,28.17,No
CONT06107,Open Top,45FT,Electronics,Import,28.49,No
CONT06108,Tank,40FT,Textiles,Export,7.23,No
CONT06109,Dry,20FT,Electronics,Import,13.19,No
CONT06110,Reefer,45FT,Textiles,Export,19.01,Yes
CONT06111,Open Top,40FT,Electronics,Import,6.12,No
CONT06112,Tank,20FT,Textiles,Export,13.57,No
CONT06113,Dry,45FT,Electronics,Import,10.53,No
CONT06114,Reefer,40FT,Textiles,Export,27.8,No
CONT06115,Open Top,20FT,Electronics,Import,14.29,Yes
CONT06116,Tank,45FT,Textiles,Export,23.07,No
CONT06117,Dry,40FT,Electronics,Import,13.67,No
CONT06118,Reefer,20FT,Textiles,Export,7.3,No
CONT06119,Open Top,45FT,Electronics,Import,25.58,No
CONT06120,Tank,40FT,Textiles,Export,4.01,Yes
CONT06121,Dry,20FT,Electronics,Import,5.4,No
CONT06122,Reefer,45FT,Textiles,Export,13.11,No
CONT06123,Open Top,40FT,Electronics,Import,21.17,No
CONT06124,Tank,20FT,Textiles,Export,12.54,No
CONT06125,Dry,45FT,Electronics,Import,5.66,Yes
CONT06126,Reefer,40FT,Textiles,Export,11.95,No
CONT06127,Open Top,20FT,Electronics,Import,10.12,No
CONT06128,Tank,45FT,Textiles,Export,4.14,No
CONT06129,Dry,40FT,Electronics,Import,17.37,No
CONT06130,Reefer,20FT,Textiles,Export,6.92,Yes
CONT06131,Open Top,45FT,Electronics,Import,11.19,No
CONT06132,Tank,40FT,Textiles,Export,20.03,No
CONT06133,Dry,20FT,Electronics,Import,22.13,No
CONT06134,Reefer,45FT,Textiles,Export,10.59,No
CONT06135,Open Top,40FT,Electronics,Import,12.23,Yes
CONT06136,Tank,20FT,Textiles,Export,10.17,No
CONT06137,Dry,45FT,Electronics,Import,27.92,No
CONT06138,Reefer,40FT,Textiles,Export,8.76,No
CONT06139,Open Top,20FT,Electronics,Import,8.58,No
CONT06140,Tank,45FT,Textiles,Export,15.13,Yes
CONT06141,Dry,40FT,Electronics,Import,8.73,No
CONT06142,Reefer,20FT,Textiles,Export,7.92,No
CONT06143,Open Top,45FT,Electronics,Import,6.4,No
CONT06144,Tank,40FT,Textiles,Export,20.0,No
CONT06145,Dry,20FT,Electronics,Import,19.3,Yes
CONT06146,Reefer,45FT,Textiles,Export,20.25,No
CONT06147,Open Top,40FT,Electronics,Import,23.33,No
CONT06148,Tank,20FT,Textiles,Export,12.16,No
CONT06149,Dry,45FT,Electronics,Import,26.96,No
CONT06150,Reefer,40FT,Textiles,Export,22.33,Yes
CONT06151,Open Top,20FT,Electronics,Import,24.12,No
CONT06152,Tank,45FT,Textiles,Export,22.02,No
CONT06153,Dry,40FT,Electronics,Import,12.96,No
CONT06154,Reefer,20FT,Textiles,Export,11.08,No
CONT06155,Open Top,45FT,Electronics,Import,14.56,Yes
CONT06156,Tank,40FT,Textiles,Export,6.43,No
CONT06157,Dry,20FT,Electronics,Import,15.28,No
CONT06158,Reefer,45FT,Textiles,Export,5.08,No
CONT06159,Open Top,40FT,Electronics,Import,4.1,No
CONT06160,Tank,20FT,Textiles,Export,27.29,Yes
CONT06161,Dry,45FT,Electronics,Import,21.23,No
CONT06162,Reefer,40FT,Textiles,Export,18.05,No
CONT06163,Open Top,20FT,Electronics,Import,12.53,No
CONT06164,Tank,45FT,Textiles,Export,18.26,No
CONT06165,Dry,40FT,Electronics,Import,26.29,Yes
CONT06166,Reefer,20FT,Textiles,Export,20.31,No
CONT06167,Open Top,45FT,Electronics,Import,19.06,No
CONT06168,Tank,40FT,Textiles,Export,15.51,No
CONT06169,Dry,20FT,Electronics,Import,12.64,No
CONT06170,Reefer,45FT,Textiles,Export,21.46,Yes
CONT06171,Open Top,40FT,Electronics,Import,28.52,No
CONT06172,Tank,20FT,Textiles,Export,14.62,No
CONT06173,Dry,45FT,Electronics,Import,13.81,No
CONT06174,Reefer,40FT,Textiles,Export,14.7,No
CONT06175,Open Top,20FT,Electronics,Import,14.64,Yes
CONT06176,Tank,45FT,Textiles,Export,28.77,No
CONT06177,Dry,40FT,Electronics,Import,21.67,No
CONT06178,Reefer,20FT,Textiles,Export,12.98,No
CONT06179,Open Top,45FT,Electronics,Import,13.29,No
CONT06180,Tank,40FT,Textiles,Export,14.77,Yes
CONT06181,Dry,20FT,Electronics,Import,4.92,No
CONT06182,Reefer,45FT,Textiles,Export,17.2,No
CONT06183,Open Top,40FT,Electronics,Import,24.28,No
CONT06184,Tank,20FT,Textiles,Export,20.51,No
CONT06185,Dry,45FT,Electronics,Import,8.96,Yes
CONT06186,Reefer,40FT,Textiles,Export,22.2,No
CONT06187,Open Top,20FT,Electronics,Import,21.99,No
CONT06188,Tank,45FT,Textiles,Export,10.56,No
CONT06189,Dry,40FT,Electronics,Import,19.57,No
CONT06190,Reefer,20FT,Textiles,Export,19.27,Yes
CONT06191,Open Top,45FT,Electronics,Import,24.99,No
CONT06192,Tank,40FT,Textiles,Export,7.4,No
CONT06193,Dry,20FT,Electronics,Import,8.87,No
CONT06194,Reefer,45FT,Textiles,Export,16.15,No
CONT06195,Open Top,40FT,Electronics,Import,5.1,Yes
CONT06196,Tank,20FT,Textiles,Export,14.39,No
CONT06197,Dry,45FT,Electronics,Import,23.71,No
CONT06198,Reefer,40FT,Textiles,Export,7.72,No
CONT06199,Open Top,20FT,Electronics,Import,15.5,No
CONT06200,Tank,45FT,Textiles,Export,28.74,Yes
CONT06201,Dry,40FT,Electronics,Import,16.65,No
CONT06202,Reefer,20FT,Textiles,Export,16.46,No
CONT06203,Open Top,45FT,Electronics,Import,17.97,No
CONT06204,Tank,40FT,Textiles,Export,8.65,No
CONT06205,Dry,20FT,Electronics,Import,7.68,Yes
CONT06206,Reefer,45FT,Textiles,Export,20.93,No
CONT06207,Open Top,40FT,Electronics,Import,13.89,No
CONT06208,Tank,20FT,Textiles,Export,11.25,No
CONT06209,Dry,45FT,Electronics,Import,4.78,No
CONT06210,Reefer,40FT,Textiles,Export,25.15,Yes
CONT06211,Open Top,20FT,Electronics,Import,4.81,No
CONT06212,Tank,45FT,Textiles,Export,22.75,No
CONT06213,Dry,40FT,Electronics,Import,13.55,No
CONT06214,Reefer,20FT,Textiles,Export,18.97,No
CONT06215,Open Top,45FT,Electronics,Import,10.19,Yes
CONT06216,Tank,40FT,Textiles,Export,7.88,No
CONT06217,Dry,20FT,Electronics,Import,17.33,No
CONT06218,Reefer,45FT,Textiles,Export,21.39,No
CONT06219,Open Top,40FT,Electronics,Import,8.89,No
CONT06220,Tank,20FT,Textiles,Export,14.91,Yes
CONT06221,Dry,45FT,Electronics,Import,15.12,No
CONT06222,Reefer,40FT,Textiles,Export,9.4,No
CONT06223,Open Top,20FT,Electronics,Import,18.13,No
CONT06224,Tank,45FT,Textiles,Export,7.65,No
CONT06225,Dry,40FT,Electronics,Import,16.74,Yes
CONT06226,Reefer,20FT,Textiles,Export,6.84,No
CONT06227,Open Top,45FT,Electronics,Import,16.14,No
CONT06228,Tank,40FT,Textiles,Export,11.79,No
CONT06229,Dry,20FT,Electronics,Import,15.31,No
CONT06230,Reefer,45FT,Textiles,Export,14.84,Yes
CONT06231,Open Top,40FT,Electronics,Import,26.7,No
CONT06232,Tank,20FT,Textiles,Export,16.25,No
CONT06233,Dry,45FT,Electronics,Import,24.46,No
CONT06234,Reefer,40FT,Textiles,Export,9.64,No
CONT06235,Open Top,20FT,Electronics,Import,12.8,Yes
CONT06236,Tank,45FT,Textiles,Export,5.88,No
CONT06237,Dry,40FT,Electronics,Import,14.52,No
CONT06238,Reefer,20FT,Textiles,Export,20.72,No
CONT06239,Open Top,45FT,Electronics,Import,24.95,No
CONT06240,Tank,40FT,Textiles,Export,18.15,Yes
CONT06241,Dry,20FT,Electronics,Import,20.0,No
CONT06242,Reefer,45FT,Textiles,Export,8.43,No
CONT06243,Open Top,40FT,Electronics,Import,4.93,No
CONT06244,Tank,20FT,Textiles,Export,23.79,No
CONT06245,Dry,45FT,Electronics,Import,8.18,Yes
CONT06246,Reefer,40FT,Textiles,Export,6.28,No
CONT06247,Open Top,20FT,Electronics,Import,27.44,No
CONT06248,Tank,45FT,Textiles,Export,28.09,No
CONT06249,Dry,40FT,Electronics,Import,19.41,No
CONT06250,Reefer,20FT,Textiles,Export,13.47,Yes
CONT06251,Open Top,45FT,Electronics,Import,24.83,No
CONT06252,Tank,40FT,Textiles,Export,9.12,No
CONT06253,Dry,20FT,Electronics,Import,14.73,No
CONT06254,Reefer,45FT,Textiles,Export,12.93,No
CONT06255,Open Top,40FT,Electronics,Import,26.82,Yes
CONT06256,Tank,20FT,Textiles,Export,26.99,No
CONT06257,Dry,45FT,Electronics,Import,20.27,No
CONT06258,Reefer,40FT,Textiles,Export,6.77,No
CONT06259,Open Top,20FT,Electronics,Import,16.05,No
CONT06260,Tank,45FT,Textiles,Export,10.13,Yes
CONT06261,Dry,40FT,Electronics,Import,26.12,No
CONT06262,Reefer,20FT,Textiles,Export,7.46,No
CONT06263,Open Top,45FT,Electronics,Import,5.36,No
CONT06264,Tank,40FT,Textiles,Export,21.61,No
CONT06265,Dry,20FT,Electronics,Import,15.33,Yes
CONT06266,Reefer,45FT,Textiles,Export,24.96,No
CONT06267,Open Top,40FT,Electronics,Import,5.87,No
CONT06268,Tank,20FT,Textiles,Export,24.03,No
CONT06269,Dry,45FT,Electronics,Import,4.93,No
CONT06270,Reefer,40FT,Textiles,Export,4.7,Yes
CONT06271,Open Top,20FT,Electronics,Import,15.53,No
CONT06272,Tank,45FT,Textiles,Export,9.53,No
CONT06273,Dry,40FT,Electronics,Import,18.84,No
CONT06274,Reefer,20FT,Textiles,Export,4.65,No
CONT06275,Open Top,45FT,Electronics,Import,4.88,Yes
CONT06276,Tank,40FT,Textiles,Export,22.18,No
CONT06277,Dry,20FT,Electronics,Import,9.25,No
CONT06278,Reefer,45FT,Textiles,Export,20.41,No
CONT06279,Open Top,40FT,Electronics,Import,22.75,No
CONT06280,Tank,20FT,Textiles,Export,5.48,Yes
CONT06281,Dry,45FT,Electronics,Import,23.24,No
CONT06282,Reefer,40FT,Textiles,Export,10.71,No
CONT06283,Open Top,20FT,Electronics,Import,13.74,No
CONT06284,Tank,45FT,Textiles,Export,6.17,No
CONT06285,Dry,40FT,Electronics,Import,24.97,Yes
CONT06286,Reefer,20FT,Textiles,Export,18.02,No
CONT06287,Open Top,45FT,Electronics,Import,16.62,No
CONT06288,Tank,40FT,Textiles,Export,28.21,No
CONT06289,Dry,20FT,Electronics,Import,12.36,No
CONT06290,Reefer,45FT,Textiles,Export,26.27,Yes
CONT06291,Open Top,40FT,Electronics,Import,21.99,No
CONT06292,Tank,20FT,Textiles,Export,27.21,No
CONT06293,Dry,45FT,Electronics,Import,26.7,No
CONT06294,Reefer,40FT,Textiles,Export,28.78,No
CONT06295,Open Top,20FT,Electronics,Import,7.29,Yes
CONT06296,Tank,45FT,Textiles,Export,23.9,No
CONT06297,Dry,40FT,Electronics,Import,24.11,No
CONT06298,Reefer,20FT,Textiles,Export,20.11,No
CONT06299,Open Top,45FT,Electronics,Import,10.97,No
CONT06300,Tank,40FT,Textiles,Export,28.13,Yes
CONT06301,Dry,20FT,Electronics,Import,9.11,No
CONT06302,Reefer,45FT,Textiles,Export,16.49,No
CONT06303,Open Top,40FT,Electronics,Import,17.04,No
CONT06304,Tank,20FT,Textiles,Export,8.05,No
CONT06305,Dry,45FT,Electronics,Import,22.06,Yes
CONT06306,Reefer,40FT,Textiles,Export,6.22,No
CONT06307,Open Top,20FT,Electronics,Import,21.33,No
CONT06308,Tank,45FT,Textiles,Export,25.22,No
CONT06309,Dry,40FT,Electronics,Import,12.73,No
CONT06310,Reefer,20FT,Textiles,Export,21.74,Yes
CONT06311,Open Top,45FT,Electronics,Import,7.92,No
CONT06312,Tank,40FT,Textiles,Export,25.15,No
CONT06313,Dry,20FT,Electronics,Import,27.8,No
CONT06314,Reefer,45FT,Textiles,Export,7.82,No
CONT06315,Open Top,40FT,Electronics,Import,21.3,Yes
CONT06316,Tank,20FT,Textiles,Export,16.65,No
CONT06317,Dry,45FT,Electronics,Import,17.29,No
CONT06318,Reefer,40FT,Textiles,Export,21.66,No
CONT06319,Open Top,20FT,Electronics,Import,16.22,No
CONT06320,Tank,45FT,Textiles,Export,19.01,Yes
CONT06321,Dry,40FT,Electronics,Import,9.77,No
CONT06322,Reefer,20FT,Textiles,Export,13.46,No
CONT06323,Open Top,45FT,Electronics,Import,25.63,No
CONT06324,Tank,40FT,Textiles,Export,6.75,No
CONT06325,Dry,20FT,Electronics,Import,18.94,Yes
CONT06326,Reefer,45FT,Textiles,Export,8.61,No
CONT06327,Open Top,40FT,Electronics,Import,25.16,No
CONT06328,Tank,20FT,Textiles,Export,18.48,No
CONT06329,Dry,45FT,Electronics,Import,14.08,No
CONT06330,Reefer,40FT,Textiles,Export,10.25,Yes
CONT06331,Open Top,20FT,Electronics,Import,14.92,No
CONT06332,Tank,45FT,Textiles,Export,27.94,No
CONT06333,Dry,40FT,Electronics,Import,16.73,No
CONT06334,Reefer,20FT,Textiles,Export,15.74,No
CONT06335,Open Top,45FT,Electronics,Import,22.66,Yes
CONT06336,Tank,40FT,Textiles,Export,13.48,No
CONT06337,Dry,20FT,Electronics,Import,14.69,No
CONT06338,Reefer,45FT,Textiles,Export,12.42,No
CONT06339,Open Top,40FT,Electronics,Import,7.77,No
CONT06340,Tank,20FT,Textiles,Export,21.85,Yes
CONT06341,Dry,45FT,Electronics,Import,25.83,No
CONT06342,Reefer,40FT,Textiles,Export,26.64,No
CONT06343,Open Top,20FT,Electronics,Import,26.02,No
CONT06344,Tank,45FT,Textiles,Export,15.29,No
CONT06345,Dry,40FT,Electronics,Import,11.1,Yes
CONT06346,Reefer,20FT,Textiles,Export,19.95,No
CONT06347,Open Top,45FT,Electronics,Import,27.87,No
CONT06348,Tank,40FT,Textiles,Export,22.18,No
CONT06349,Dry,20FT,Electronics,Import,16.37,No
CONT06350,Reefer,45FT,Textiles,Export,21.22,Yes
CONT06351,Open Top,40FT,Electronics,Import,23.31,No
CONT06352,Tank,20FT,Textiles,Export,26.98,No
CONT06353,Dry,45FT,Electronics,Import,23.08,No
CONT06354,Reefer,40FT,Textiles,Export,14.83,No
CONT06355,Open Top,20FT,Electronics,Import,10.84,Yes
CONT06356,Tank,45FT,Textiles,Export,16.5,No
CONT06357,Dry,40FT,Electronics,Import,12.2,No
CONT06358,Reefer,20FT,Textiles,Export,27.57,No
CONT06359,Open Top,45FT,Electronics,Import,16.7,No
CONT06360,Tank,40FT,Textiles,Export,15.8,Yes
CONT06361,Dry,20FT,Electronics,Import,12.7,No
CONT06362,Reefer,45FT,Textiles,Export,19.99,No
CONT06363,Open Top,40FT,Electronics,Import,17.0,No
CONT06364,Tank,20FT,Textiles,Export,7.23,No
CONT06365,Dry,45FT,Electronics,Import,25.73,Yes
CONT06366,Reefer,40FT,Textiles,Export,12.98,No
CONT06367,Open Top,20FT,Electronics,Import,14.81,No
CONT06368,Tank,45FT,Textiles,Export,9.14,No
CONT06369,Dry,40FT,Electronics,Import,17.83,No
CONT06370,Reefer,20FT,Textiles,Export,21.55,Yes
CONT06371,Open Top,45FT,Electronics,Import,26.03,No
CONT06372,Tank,40FT,Textiles,Export,5.29,No
CONT06373,Dry,20FT,Electronics,Import,28.33,No
CONT06374,Reefer,45FT,Textiles,Export,21.6,No
CONT06375,Open Top,40FT,Electronics,Import,11.11,Yes
CONT06376,Tank,20FT,Textiles,Export,9.11,No
CONT06377,Dry,45FT,Electronics,Import,11.4,No
CONT06378,Reefer,40FT,Textiles,Export,25.89,No
CONT06379,Open Top,20FT,Electronics,Import,11.28,No
CONT06380,Tank,45FT,Textiles,Export,15.57,Yes
CONT06381,Dry,40FT,Electronics,Import,21.64,No
CONT06382,Reefer,20FT,Textiles,Export,25.8,No
CONT06383,Open Top,45FT,Electronics,Import,20.46,No
CONT06384,Tank,40FT,Textiles,Export,22.83,No
CONT06385,Dry,20FT,Electronics,Import,8.33,Yes
CONT06386,Reefer,45FT,Textiles,Export,25.94,No
CONT06387,Open Top,40FT,Electronics,Import,10.89,No
CONT06388,Tank,20FT,Textiles,Export,7.21,No
CONT06389,Dry,45FT,Electronics,Import,28.41,No
CONT06390,Reefer,40FT,Textiles,Export,9.04,Yes
CONT06391,Open Top,20FT,Electronics,Import,7.42,No
CONT06392,Tank,45FT,Textiles,Export,19.65,No
CONT06393,Dry,40FT,Electronics,Import,11.97,No
CONT06394,Reefer,20FT,Textiles,Export,7.33,No
CONT06395,Open Top,45FT,Electronics,Import,19.03,Yes
CONT06396,Tank,40FT,Textiles,Export,22.97,No
CONT06397,Dry,20FT,Electronics,Import,23.83,No
CONT06398,Reefer,45FT,Textiles,Export,7.89,No
CONT06399,Open Top,40FT,Electronics,Import,17.92,No
CONT06400,Tank,20FT,Textiles,Export,24.34,Yes
CONT06401,Dry,45FT,Electronics,Import,8.03,No
CONT06402,Reefer,40FT,Textiles,Export,9.19,No
CONT06403,Open Top,20FT,Electronics,Import,4.06,No
CONT06404,Tank,45FT,Textiles,Export,17.12,No
CONT06405,Dry,40FT,Electronics,Import,8.87,Yes
CONT06406,Reefer,20FT,Textiles,Export,22.11,No
CONT06407,Open Top,45FT,Electronics,Import,28.06,No
CONT06408,Tank,40FT,Textiles,Export,9.22,No
CONT06409,Dry,20FT,Electronics,Import,20.23,No
CONT06410,Reefer,45FT,Textiles,Export,9.3,Yes
CONT06411,Open Top,40FT,Electronics,Import,4.45,No
CONT06412,Tank,20FT,Textiles,Export,22.96,No
CONT06413,Dry,45FT,Electronics,Import,14.85,No
CONT06414,Reefer,40FT,Textiles,Export,27.67,No
CONT06415,Open Top,20FT,Electronics,Import,17.36,Yes
CONT06416,Tank,45FT,Textiles,Export,7.94,No
CONT06417,Dry,40FT,Electronics,Import,15.24,No
CONT06418,Reefer,20FT,Textiles,Export,9.07,No
CONT06419,Open Top,45FT,Electronics,Import,25.95,No
CONT06420,Tank,40FT,Textiles,Export,21.27,Yes
CONT06421,Dry,20FT,Electronics,Import,12.53,No
CONT06422,Reefer,45FT,Textiles,Export,17.2,No
CONT06423,Open Top,40FT,Electronics,Import,20.74,No
CONT06424,Tank,20FT,Textiles,Export,23.57,No
CONT06425,Dry,45FT,Electronics,Import,6.0,Yes
CONT06426,Reefer,40FT,Textiles,Export,4.56,No
CONT06427,Open Top,20FT,Electronics,Import,6.86,No
CONT06428,Tank,45FT,Textiles,Export,13.87,No
CONT06429,Dry,40FT,Electronics,Import,15.67,No
CONT06430,Reefer,20FT,Textiles,Export,7.41,Yes
CONT06431,Open Top,45FT,Electronics,Import,14.28,No
CONT06432,Tank,40FT,Textiles,Export,15.04,No
CONT06433,Dry,20FT,Electronics,Import,6.73,No
CONT06434,Reefer,45FT,Textiles,Export,26.92,No
CONT06435,Open Top,40FT,Electronics,Import,18.98,Yes
CONT06436,Tank,20FT,Textiles,Export,13.71,No
CONT06437,Dry,45FT,Electronics,Import,16.67,No
CONT06438,Reefer,40FT,Textiles,Export,11.85,No
CONT06439,Open Top,20FT,Electronics,Import,25.36,No
CONT06440,Tank,45FT,Textiles,Export,18.38,Yes
CONT06441,Dry,40FT,Electronics,Import,16.37,No
CONT06442,Reefer,20FT,Textiles,Export,26.77,No
CONT06443,Open Top,45FT,Electronics,Import,24.95,No
CONT06444,Tank,40FT,Textiles,Export,24.32,No
CONT06445,Dry,20FT,Electronics,Import,9.64,Yes
CONT06446,Reefer,45FT,Textiles,Export,7.83,No
CONT06447,Open Top,40FT,Electronics,Import,21.25,No
CONT06448,Tank,20FT,Textiles,Export,15.72,No
CONT06449,Dry,45FT,Electronics,Import,21.09,No
CONT06450,Reefer,40FT,Textiles,Export,23.02,Yes
CONT06451,Open Top,20FT,Electronics,Import,11.38,No
CONT06452,Tank,45FT,Textiles,Export,11.12,No
CONT06453,Dry,40FT,Electronics,Import,16.27,No
CONT06454,Reefer,20FT,Textiles,Export,10.84,No
CONT06455,Open Top,45FT,Electronics,Import,20.68,Yes
CONT06456,Tank,40FT,Textiles,Export,22.67,No
CONT06457,Dry,20FT,Electronics,Import,15.8,No
CONT06458,Reefer,45FT,Textiles,Export,22.09,No
CONT06459,Open Top,40FT,Electronics,Import,16.76,No
CONT06460,Tank,20FT,Textiles,Export,21.82,Yes
CONT06461,Dry,45FT,Electronics,Import,9.62,No
CONT06462,Reefer,40FT,Textiles,Export,22.47,No
CONT06463,Open Top,20FT,Electronics,Import,21.88,No
